row_label_raw,row_label_full,Hệ thống cấp nước và xử lý nước thải thuộc Khu công nghiệp Nam Sơn Hạp Lĩnh,Số cuối năm > 123.910.333.440,Đơn vị tính: VND > Số đầu năm > 110.470.318.853,numeric__Số cuối năm > 123.910.333.440,numeric__Đơn vị tính: VND > Số đầu năm > 110.470.318.853
Nhà máy xử lý nước thải khu công nghiệp Quế Võ mở rộng,Nhà máy xử lý nước thải khu công nghiệp Quế Võ mở rộng,Nhà máy xử lý nước thải khu công nghiệp Quế Võ mở rộng,16.769.455.005,27.761.295.851,16769455005.0,27761295851.0
Dự án khác,Dự án khác,Dự án khác,19.818.930.751,8.194.074.447,19818930751.0,8194074447.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,160.498.719.196,146.425.689.151,160498719196.0,146425689151.0
