row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,15.1,11.677.909.294.000,10.787.118.294.000,151.0,11677909294000.0,10787118294000.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,15.2,805.666.491.074,805.666.491.074,152.0,805666491074.0,805666491074.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,15.3,424.500.200.000,399.500.200.000,153.0,424500200000.0,399500200000.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(256.414.196.059),(132.418.196.659),,-256414196059.0,-132418196659.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,12.651.661.789.015,11.859.866.788.415,,12651661789015.0,11859866788415.0
