row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với doanh thu cho thuê đất đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với doanh thu cho thuê đất đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với doanh thu cho thuê đất đã được ghi nhận,500.857.163.325,197.705.198.470,500857163325.0,197705198470.0
Tiền thuê đất trích trước,Ngắn hạn > Tiền thuê đất trích trước,Tiền thuê đất trích trước,44.569.565.231,40.889.509.387,44569565231.0,40889509387.0
Chi phí dịch vụ mua ngoài,Ngắn hạn > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,4.048.841.219,1.519.554.059,4048841219.0,1519554059.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,2.791.595.555,47.068.228.971,2791595555.0,47068228971.0
Chi phí phải trả bên liên quan(Thuyết minh số 28),Ngắn hạn > Chi phí phải trả bên liên quan(Thuyết minh số 28),Chi phí phải trả bên liên quan(Thuyết minh số 28),161.798.281.615,53.845.255.054,161798281615.0,53845255054.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,714.065.446.945,341.027.745.941,714065446945.0,341027745941.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi trái phiếu phải trả (*),Dài hạn > Chi phí lãi trái phiếu phải trả (*),Chi phí lãi trái phiếu phải trả (*),1.008.668.456.437,931.212.601.166,1008668456437.0,931212601166.0
Chi phí phải trả bên liên quan(Thuyết minh số 28),Dài hạn > Chi phí phải trả bên liên quan(Thuyết minh số 28),Chi phí phải trả bên liên quan(Thuyết minh số 28),158.563.323.800,129.648.195.425,158563323800.0,129648195425.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.167.231.780.237,1.060.860.796.591,1167231780237.0,1060860796591.0
