row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tổng Công ty Xây dựng Hà Nội – CTCP (*),Ngắn hạn > Tổng Công ty Xây dựng Hà Nội – CTCP (*),Tổng Công ty Xây dựng Hà Nội – CTCP (*),97.965.579.452,89.096.568.334,97965579452.0,89096568334.0
Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > Công ty Cổ phần Du lịch Sài Gòn,Công ty Cổ phần Du lịch Sài Gòn,500.000.000,500.000.000,500000000.0,500000000.0
Phải thu từ các bên liên quan(Thuyết minh số 28),Ngắn hạn > Phải thu từ các bên liên quan(Thuyết minh số 28),Phải thu từ các bên liên quan(Thuyết minh số 28),-,278.000.000.000,,278000000000.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,98.465.579.452,367.596.568.334,98465579452.0,367596568334.0
Dự phòng phải thu về cho vay khó đòi,Ngắn hạn > Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,(500.000.000),(500.000.000),-500000000.0,-500000000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty Cổ phần Phát triển Cơ sở Hạ tầngCông nghiệp Tây Ninh,Dài hạn > Công ty Cổ phần Phát triển Cơ sở Hạ tầngCông nghiệp Tây Ninh,Công ty Cổ phần Phát triển Cơ sở Hạ tầngCông nghiệp Tây Ninh,300.000.000,300.000.000,300000000.0,300000000.0
Phải thu từ các bên liên quan(Thuyết minh số 28),Dài hạn > Phải thu từ các bên liên quan(Thuyết minh số 28),Phải thu từ các bên liên quan(Thuyết minh số 28),-,437.000.000.000,,437000000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,300.000.000,437.300.000.000,300000000.0,437300000000.0
