row_label_raw,row_label_full,col_0,Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,41.867.895.102,50.845.629.310,41867895102.0,50845629310.0
Công ty Cổ phần Kinh doanh Bất động sản HP Land,Công ty Cổ phần Kinh doanh Bất động sản HP Land,Công ty Cổ phần Kinh doanh Bất động sản HP Land,13.019.970.115,13.019.970.115,13019970115.0,13019970115.0
Công ty TNHH Xây dựng và Thượng mại Hữu Anh,Công ty TNHH Xây dựng và Thượng mại Hữu Anh,Công ty TNHH Xây dựng và Thượng mại Hữu Anh,6.977.191.861,13.064.216.727,6977191861.0,13064216727.0
Công ty Cổ phần Đầu tư Vạn Lợi Phát,Công ty Cổ phần Đầu tư Vạn Lợi Phát,Công ty Cổ phần Đầu tư Vạn Lợi Phát,4.282.348.501,17.434.739.907,4282348501.0,17434739907.0
Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,4.246.101.400,4.246.101.400,4246101400.0,4246101400.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,51.844.352.640,51.022.622.647,51844352640.0,51022622647.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,122.237.859.619,149.633.280.106,122237859619.0,149633280106.0
