row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.111.345.936.982,612.428.673.413,1111345936982.0,612428673413.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,222.269.187.396,122.485.734.683,222269187396.0,122485734683.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Lỗ các năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ các năm trước chuyển sang,Lỗ các năm trước chuyển sang,(23.815.338.449),-,-23815338449.0,
Lãi vay không được trừ các năm trước chuyển sang kỳ này,Các khoản điều chỉnh: > Lãi vay không được trừ các năm trước chuyển sang kỳ này,Lãi vay không được trừ các năm trước chuyển sang kỳ này,(20.575.095.525),-,-20575095525.0,
Chi phí không được khấu trừ,Các khoản điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,9.545.965.376,6.328.305.167,9545965376.0,6328305167.0
Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Các khoản điều chỉnh: > Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,319.297.580,88.837.379.941,319297580.0,88837379941.0
Lãi vay vượt mức quy định theo Nghị định số 132/2020/NĐ-CP,Các khoản điều chỉnh: > Lãi vay vượt mức quy định theo Nghị định số 132/2020/NĐ-CP,Lãi vay vượt mức quy định theo Nghị định số 132/2020/NĐ-CP,-,30.708.696.365,,30708696365.0
Cổ tức không chịu thuế,Các khoản điều chỉnh: > Cổ tức không chịu thuế,Cổ tức không chịu thuế,-,(246.677.872.200),,-246677872200.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,187.744.016.378,1.682.243.956,187744016378.0,1682243956.0
