row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Cổ phần KhuCông nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần KhuCông nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần KhuCông nghiệp Sài Gòn - Bắc Giang,Đi vayTrả nợ gốc vayChi phí lãi vay phải trảTrả lãi vay,4.264.909.000.0001.562.700.000.000136.729.053.11547.000.000.000,725.000.000.000-88.110.795.765-,,4.264909000000156e+48,
Công ty Cổ phần Phát triển Đô thị Sài Gòn - Tây Bắc,Công ty Cổ phần Phát triển Đô thị Sài Gòn - Tây Bắc,Công ty Cổ phần Phát triển Đô thị Sài Gòn - Tây Bắc,Nhận tiền cổ tứcNhận tiền chi hộ,,45.389.361.00045.800.765.540,,,4.538936100045801e+21
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Phải thu khác liên quan tới thủ tục góp vốn vào Công tyGóp vốn bằng cán trừ công nợGóp vốn bằng tiềnThanh toán gốc vayCho vayThu hồi gốc cho vayLãi cho vay và thu lãi cho vayThanh toán lãi vayChi phí lãi vay phải trảĐi vay,5.628.209.000.000137.791.000.000285.000.000.000284.000.000.000187.878.000.000187.878.000.0009.913.000.0002.993.621.9192.760.197.261-,-,,,
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Phải thu khác liên quan tới thủ tục góp vốn vào Công tyGóp vốn bằng cán trừ công nợGóp vốn bằng tiềnThanh toán gốc vayCho vayThu hồi gốc cho vayLãi cho vay và thu lãi cho vayThanh toán lãi vayChi phí lãi vay phải trảĐi vay,5.628.209.000.000137.791.000.000285.000.000.000284.000.000.000187.878.000.000187.878.000.0009.913.000.0002.993.621.9192.760.197.261-,-,,,
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Phải thu khác liên quan tới thủ tục góp vốn vào Công tyGóp vốn bằng cán trừ công nợGóp vốn bằng tiềnThanh toán gốc vayCho vayThu hồi gốc cho vayLãi cho vay và thu lãi cho vayThanh toán lãi vayChi phí lãi vay phải trảĐi vay,5.628.209.000.000137.791.000.000285.000.000.000284.000.000.000187.878.000.000187.878.000.0009.913.000.0002.993.621.9192.760.197.261-,-,,,
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Phải thu khác liên quan tới thủ tục góp vốn vào Công tyGóp vốn bằng cán trừ công nợGóp vốn bằng tiềnThanh toán gốc vayCho vayThu hồi gốc cho vayLãi cho vay và thu lãi cho vayThanh toán lãi vayChi phí lãi vay phải trảĐi vay,5.628.209.000.000137.791.000.000285.000.000.000284.000.000.000187.878.000.000187.878.000.0009.913.000.0002.993.621.9192.760.197.261-,-,,,
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Phải thu khác liên quan tới thủ tục góp vốn vào Công tyGóp vốn bằng cán trừ công nợGóp vốn bằng tiềnThanh toán gốc vayCho vayThu hồi gốc cho vayLãi cho vay và thu lãi cho vayThanh toán lãi vayChi phí lãi vay phải trảĐi vay,5.628.209.000.000137.791.000.000285.000.000.000284.000.000.000187.878.000.000187.878.000.0009.913.000.0002.993.621.9192.760.197.261-,-,,,
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Phải thu khác liên quan tới thủ tục góp vốn vào Công tyGóp vốn bằng cán trừ công nợGóp vốn bằng tiềnThanh toán gốc vayCho vayThu hồi gốc cho vayLãi cho vay và thu lãi cho vayThanh toán lãi vayChi phí lãi vay phải trảĐi vay,5.628.209.000.000137.791.000.000285.000.000.000284.000.000.000187.878.000.000187.878.000.0009.913.000.0002.993.621.9192.760.197.261-,-,,,
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát > Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Phải thu khác liên quan tới thủ tục góp vốn vào Công tyGóp vốn bằng cán trừ công nợGóp vốn bằng tiềnThanh toán gốc vayCho vayThu hồi gốc cho vayLãi cho vay và thu lãi cho vayThanh toán lãi vayChi phí lãi vay phải trảĐi vay,5.628.209.000.000137.791.000.000285.000.000.000284.000.000.000187.878.000.000187.878.000.0009.913.000.0002.993.621.9192.760.197.261-,233.424.658284.000.000.000,,,2.33424658284e+20
Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng,"Góp vốn bằng tiền, khoản phải thu cho vay, lãi cho vayLãi cho vayCho vay ngắn hạn",371.000.000.0001.466.000.000-,-,,,
Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng > Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng,"Góp vốn bằng tiền, khoản phải thu cho vay, lãi cho vayLãi cho vayCho vay ngắn hạn",371.000.000.0001.466.000.000-,6.534.000.00073.000.000.000,,,6.53400000073e+20
Công ty Cổ phần Tập đoàn Đầu tư và Phát triển Hưng Yên,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng > Công ty Cổ phần Tập đoàn Đầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoàn Đầu tư và Phát triển Hưng Yên,Hoàn trả nợ gốcLãi vay phải trảĐi vay,80.000.000.00036.989.589.034-,-2.169.863.013450.000.000.000,,,-2.16986301345e+21
Công ty Cổ phần Tập đoàn Đầu tư và Phát triển Hưng Yên,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng > Công ty Cổ phần Tập đoàn Đầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoàn Đầu tư và Phát triển Hưng Yên,Hoàn trả nợ gốcLãi vay phải trảĐi vay,80.000.000.00036.989.589.034-,-2.169.863.013450.000.000.000,,,-2.16986301345e+21
Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng > Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập,Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập,Lãi vay phải trảĐi vay,7.800.657.534-,716.054.795110.000.000.000,,,7.1605479511e+20
Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng > Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập,Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập,Lãi vay phải trảĐi vay,7.800.657.534-,716.054.795110.000.000.000,,,7.1605479511e+20
Công ty Cổ phần Công Nghệ Viễn Thông Sài Gòn,Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng > Công ty Cổ phần Công Nghệ Viễn Thông Sài Gòn,Công ty Cổ phần Công Nghệ Viễn Thông Sài Gòn,Nhân chuyển nhượng cổ phầnMua cổ phần,-,450.000.000.000158.969.230.000,,,4.5000000000015896e+23
