row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Khu,Công ty Cổ phần Khu,Công ty Cổ phần Khu,Đi vay,2.346.154.812.985,-,,2346154812985.0,
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Gớp vốn,1.188.000.000.000,-,,1188000000000.0,
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Cổ tức nhận về,1.188.000.000.000,-,,1188000000000.0,
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Thu hồi gốc và lãi HTĐT,1.234.679.159.617,-,,1234679159617.0,
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Lãi vay phải thu từ hợp đồng hợp tác kinh doanh,109.083.543.179,123.327.123.287,,109083543179.0,123327123287.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Trả gốc vay,73.216.304.162,301.672.122.880,,73216304162.0,301672122880.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Trả lãi vay,37.685.353.445,5.749.958.435,,37685353445.0,5749958435.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Lãi cho vay,37.197.671.233,63.120.901.333,,37197671233.0,63120901333.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Chi phí lãi vay phải trả,26.768.619.657,-,,26768619657.0,
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Doanh thu cho thuê xe,560.606.064,560.606.064,,560606064.0,560606064.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Gớp vốn theo hợp đồng hợp tác kinh doanh,-,775.000.000.000,,,775000000000.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Thu hồi gốc cho vay,642.000.000.000,139.406.000.000,,642000000000.0,139406000000.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Thu lãi cho vay,132.166.027.398,11.826.081.315,,132166027398.0,11826081315.0
Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Công nghiệp Sài Gòn - Hải Phòng,Thu phí Trái phiếu,-,6.190.000.000,,,6190000000.0
