row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.656.966.214.480,145.157.767.002,2656966214480.0,145157767002.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu cho thuê dài hạn đất và cơ sở hạ tầng (*),Trong đó: > Doanh thu cho thuê dài hạn đất và cơ sở hạ tầng (*),Doanh thu cho thuê dài hạn đất và cơ sở hạ tầng (*),2.503.889.896.404,4.935.287.760,2503889896404.0,4935287760.0
"Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải","Trong đó: > Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải","Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải",124.794.925.877,108.348.764.911,124794925877.0,108348764911.0
"Doanh thu cho thuê kho, nhà xưởng và văn phòng","Trong đó: > Doanh thu cho thuê kho, nhà xưởng và văn phòng","Doanh thu cho thuê kho, nhà xưởng và văn phòng",27.720.786.135,26.438.014.931,27720786135.0,26438014931.0
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,-,4.875.093.336,,4875093336.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,560.606.064,560.606.064,560606064.0,560606064.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,2.656.966.214.480,145.157.767.002,2656966214480.0,145157767002.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,2.656.405.608.416,144.597.160.938,2656405608416.0,144597160938.0
Doanh thu đối với bên liên quan,Trong đó: > Doanh thu đối với bên liên quan,Doanh thu đối với bên liên quan,560.606.064,560.606.064,560606064.0,560606064.0
