row_label_raw,row_label_full,col_0,2017VND,2016VND,2016VND_1,numeric__2017VND,numeric__2016VND,numeric__2016VND_1
,,,,Trình bày lại (*),Như đã trìnhbảy trước đây,,,
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.972,947,1.002,1972.0,947.0,1002.0
