row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2017,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày báo cáo) > Tài sảnVND,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày báo cáo) > Công nợVND,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày báo cáo) > Tài sảnVND,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày báo cáo) > Công nợVND
Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,60.896.651.81417.982.409.340.000,-34.688.399.250,228.723.540-,6.089665181417982e+24,-34688399250.0,
,,,18.043.305.991.814,34.688.399.250,228.723.540,18043305991814.0,34688399250.0,228723540.0
Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày báo cáo),Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày báo cáo),,,
Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,Tài sảnVND,Công nợVND,,,
Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2016 > Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,2.482.273.297.2113.270.622.063.800,8.885.646.530-,-17.229.096.200,2.482273297211327e+25,,-17229096200.0
,,,5.752.895.361.011,8.885.646.530,17.229.096.200,5752895361011.0,8885646530.0,17229096200.0
