row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
"■ Thu từ thanh lý, nhượng bán tài sản","Thu nhập từ hoạt động khác > ■ Thu từ thanh lý, nhượng bán tài sản","■ Thu từ thanh lý, nhượng bán tài sản",88.556.038.173,94.075.907.592,88556038173.0,94075907592.0
■ Thu từ thanh toán trái phiếu đặc biệt,Thu nhập từ hoạt động khác > ■ Thu từ thanh toán trái phiếu đặc biệt,■ Thu từ thanh toán trái phiếu đặc biệt,14.725.274.053,19.740.473.141,14725274053.0,19740473141.0
■ Thu từ các khoản nợ đã được xử lý,Thu nhập từ hoạt động khác > ■ Thu từ các khoản nợ đã được xử lý,■ Thu từ các khoản nợ đã được xử lý,6.267.388.988,48.926.813.921,6267388988.0,48926813921.0
■ Thu từ hoạt động kinh doanh khác,Thu nhập từ hoạt động khác > ■ Thu từ hoạt động kinh doanh khác,■ Thu từ hoạt động kinh doanh khác,2.360.455.471,1.919.824.859,2360455471.0,1919824859.0
■ Thu nhập khác,Thu nhập từ hoạt động khác > ■ Thu nhập khác,■ Thu nhập khác,4.541.467.048,3.280.195.664,4541467048.0,3280195664.0
,,,116.450.623.733,167.943.215.177,116450623733.0,167943215177.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
"■ Giá trị ghi số của tài sản thanh lý, nhượng bán","Chi phí hoạt động khác > ■ Giá trị ghi số của tài sản thanh lý, nhượng bán","■ Giá trị ghi số của tài sản thanh lý, nhượng bán",(87.178.898.941),(82.653.680.224),-87178898941.0,-82653680224.0
■ Chi về hoạt động kinh doanh khác,Chi phí hoạt động khác > ■ Chi về hoạt động kinh doanh khác,■ Chi về hoạt động kinh doanh khác,(5.360.634.868),(4.206.545.081),-5360634868.0,-4206545081.0
■ Chi cho các công cụ tài chính phải sinh khác,Chi phí hoạt động khác > ■ Chi cho các công cụ tài chính phải sinh khác,■ Chi cho các công cụ tài chính phải sinh khác,-,(2.621.308.980),,-2621308980.0
■ Lỗ về nghiệp vụ mua bán nợ,Chi phí hoạt động khác > ■ Lỗ về nghiệp vụ mua bán nợ,■ Lỗ về nghiệp vụ mua bán nợ,(3.655.946.000),-,-3655946000.0,
■ Chi phí khác,Chi phí hoạt động khác > ■ Chi phí khác,■ Chi phí khác,(3.714.836.898),(1.148.003.631),-3714836898.0,-1148003631.0
,,,(99.910.316.707),(90.629.537.916),-99910316707.0,-90629537916.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,16.540.307.026,77.313.677.261,16540307026.0,77313677261.0
