row_label_raw,row_label_full,col_0,2017Cổ phiếu,2016Cổ phiếuTrình bày lại (*),numeric__2017Cổ phiếu,numeric__2016Cổ phiếuTrình bày lại (*)
Cổ phiếu phổ thông đã phát hành năm trước mang sang,Cổ phiếu phổ thông đã phát hành năm trước mang sang,Cổ phiếu phổ thông đã phát hành năm trước mang sang,389.759.000,344.473.764,389759000.0,344473764.0
Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,1.323.486,23.767.978,1323486.0,23767978.0
Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,19.487.950,36.711.638,19487950.0,36711638.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,410.570.436,404.953.380,410570436.0,404953380.0
