row_label_raw,row_label_full,col_0,01/01/2024 > Giá trị,01/01/2024 > Số có khả năngtrà nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2024 > Giá trị,31/12/2024 > Số có khả năngtrà nợ,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năngtrà nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năngtrà nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,,,,,,
+ Công ty Cổ phần Phú Hữu Gia\( ^{(11)} \),b) Vay dài hạn > + Công ty Cổ phần Phú Hữu Gia\( ^{(11)} \),+ Công ty Cổ phần Phú Hữu Gia\( ^{(11)} \),-,-,86.260.000.000,1.700.000.000,84.560.000.000,84.560.000.000,,,86260000000.0,1700000000.0,84560000000.0,84560000000.0
+ Ngân hàng TMCP Tiên Phong\( ^{(12)} \),b) Vay dài hạn > + Ngân hàng TMCP Tiên Phong\( ^{(12)} \),+ Ngân hàng TMCP Tiên Phong\( ^{(12)} \),166.666.666.666,166.666.666.666,100.000.000.000,83.333.333.334,183.333.333.332,183.333.333.332,166666666666.0,166666666666.0,100000000000.0,83333333334.0,183333333332.0,183333333332.0
+ Ngân hàng TMCP Việt Nam Thịnh Vượng -Chi nhánh Đắk Lắk,b) Vay dài hạn > + Ngân hàng TMCP Việt Nam Thịnh Vượng -Chi nhánh Đắk Lắk,+ Ngân hàng TMCP Việt Nam Thịnh Vượng -Chi nhánh Đắk Lắk,10.208.333.302,10.208.333.302,-,10.208.333.302,-,-,10208333302.0,10208333302.0,,10208333302.0,,
+ Công ty Cổ phần Xuất nhập nhâu Tổng hợp IViệt Nam,b) Vay dài hạn > + Công ty Cổ phần Xuất nhập nhâu Tổng hợp IViệt Nam,+ Công ty Cổ phần Xuất nhập nhâu Tổng hợp IViệt Nam,19.734.299.996,19.734.299.996,-,19.734.299.996,-,-,19734299996.0,19734299996.0,,19734299996.0,,
,,,196.609.299.964,196.609.299.964,186.260.000.000,114.975.966.632,267.893.333.332,267.893.333.332,196609299964.0,196609299964.0,186260000000.0,114975966632.0,267893333332.0,267893333332.0
Khoản đến hạn trả trong vòng 12 tháng,b) Vay dài hạn > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(85.833.333.342),(85.833.333.342),(85.833.333.340),(88.333.333.350),(83.333.333.332),(83.333.333.332),-85833333342.0,-85833333342.0,-85833333340.0,-88333333350.0,-83333333332.0,-83333333332.0
Khoản đến hạn trả sau 12 tháng,b) Vay dài hạn > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,110.775.966.622,110.775.966.622,,,184.560.000.000,184.560.000.000,110775966622.0,110775966622.0,,,184560000000.0,184560000000.0
c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,,,,,,
,,,,Mối quan hệ,31/12/2024,31/12/2024,01/01/2024,01/01/2024,,,,,,
,,,,,Gốc,Lãi,Gốc,Lãi,,,,,,
,,,,,VND,VND,VND,VND,,,,,,
- Công ty Cổ phần Phú Hữu Gia,c) Các khoản vay đối với các bên liên quan > - Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,,Công ty liên kết,84.560.000.000,44.372.160,-,625.219.727,,,84560000000.0,44372160.0,,625219727.0
- Công ty Cổ phần Đầu tư Infinity Group,c) Các khoản vay đối với các bên liên quan > - Công ty Cổ phần Đầu tư Infinity Group,- Công ty Cổ phần Đầu tư Infinity Group,,Bên liên quan khác,117.000.000.000,46.963.760.004,121.257.345.000,38.980.014.711,,,117000000000.0,46963760004.0,121257345000.0,38980014711.0
- Công ty Cổ phần Chứng khoán Quốc Gia,c) Các khoản vay đối với các bên liên quan > - Công ty Cổ phần Chứng khoán Quốc Gia,- Công ty Cổ phần Chứng khoán Quốc Gia,,Bên liên quan khác,-,-,10.089.798.579,-,,,,,10089798579.0,
,,,,,201.560.000.000,47.008.132.164,131.347.143.579,39.605.234.438,,,201560000000.0,47008132164.0,131347143579.0,39605234438.0
