row_label_raw,row_label_full,col_0,col_1,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
a),a),a),Ngắn hạn,VND,VND,VND,VND,,,,,
a),a) > a),a),Bên liên quan,1.363.569.832,1.363.569.832,10.215.210.863,10.215.210.863,,1363569832.0,1363569832.0,10215210863.0,10215210863.0
a),a) > a),a),- Công ty Cổ phần Đầu tư Infinity Group,1.363.569.832,1.363.569.832,10.215.210.863,10.215.210.863,,1363569832.0,1363569832.0,10215210863.0,10215210863.0
a),a) > a),a),Bên khác,80.498.364.535,80.498.364.535,56.129.352.850,56.129.352.850,,80498364535.0,80498364535.0,56129352850.0,56129352850.0
a),a) > a),a),- Công ty TNHH MTV Tổng Công ty Sản xuất Thiết bị Viettel,20.312.629.782,20.312.629.782,-,-,,20312629782.0,20312629782.0,,
a),a) > a),a),- Công ty TNHH Thương mại Dịch vụ Năng lượng mới Đồng Nai,11.745.800.000,11.745.800.000,-,-,,11745800000.0,11745800000.0,,
a),a) > a),a),- Trafigura Pte Ltd,11.056.983.432,11.056.983.432,-,-,,11056983432.0,11056983432.0,,
a),a) > a),a),- Teijin Corporation (Thailand) Limited,3.517.642.708,3.517.642.708,-,-,,3517642708.0,3517642708.0,,
a),a) > a),a),- Borouge Pte Ltd,3.318.798.791,3.318.798.791,-,-,,3318798791.0,3318798791.0,,
a),a) > a),a),- Chi nhánh Công ty Cổ phần Thiết bị Bưu điện Miền Bắc,3.194.634.870,3.194.634.870,-,-,,3194634870.0,3194634870.0,,
a),a) > a),a),- Công ty Cổ phần Cáp điện và Hệ thống LS - Vina,-,-,6.439.572.149,6.439.572.149,,,,6439572149.0,6439572149.0
a),a) > a),a),- Các khách hàng khác,27.351.874.952,27.351.874.952,49.689.780.701,49.689.780.701,,27351874952.0,27351874952.0,49689780701.0,49689780701.0
a),a) > a),a),,81.861.934.367,81.861.934.367,66.344.563.713,66.344.563.713,,81861934367.0,81861934367.0,66344563713.0,66344563713.0
b),b),b),Dài hạn,,,,,,,,,
b),b) > b),b),- Công ty TNHH Tư vấn Thiết kế Xây dựng Mai - Archi,220.000.000,220.000.000,220.000.000,220.000.000,,220000000.0,220000000.0,220000000.0,220000000.0
b),b) > b),b),,220.000.000,220.000.000,220.000.000,220.000.000,,220000000.0,220000000.0,220000000.0,220000000.0
