row_label_raw,row_label_full,"Nhận ký quỹ, ký cược dài hạn",18.874.994.552,16.205.531.384,numeric__18.874.994.552,numeric__16.205.531.384
"Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",18.874.994.552,16.205.531.384,18874994552.0,16205531384.0
Trong đó: Phải trả khác là các bên liên quan,Trong đó: Phải trả khác là các bên liên quan,Trong đó: Phải trả khác là các bên liên quan,Trong đó: Phải trả khác là các bên liên quan,Trong đó: Phải trả khác là các bên liên quan,,
Công ty Cổ phần Phú Hữu Gia,Trong đó: Phải trả khác là các bên liên quan > Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,5.951.791.337,6.532.638.904,5951791337.0,6532638904.0
Công ty Cổ phần Phú Hữu Gia,Trong đó: Phải trả khác là các bên liên quan > Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,5.951.791.337,6.532.638.904,5951791337.0,6532638904.0
