row_label_raw,row_label_full,col_0,col_1,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__col_1,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
a),a),a),Ngắn hạn,VND,VND,VND,VND,,,,,
a),a) > a),a),Bên liên quan,-,-,397.516.400,-,,,,397516400.0,
a),a) > a),a),- Công ty Cổ phần Đầu tư Infinity Group,-,-,397.516.400,-,,,,397516400.0,
a),a) > a),a),Bên khác,286.772.722.181,(1.084.813.142),312.681.137.428,(893.770.294),,286772722181.0,-1084813142.0,312681137428.0,-893770294.0
a),a) > a),a),- Công ty TNHH Sản phẩm Công nghiệp Toshiba Asia,62.523.569.569,-,46.433.000.454,-,,62523569569.0,,46433000454.0,
a),a) > a),a),- Chi nhánh Công ty TNHH Điện cơ Teco (Việt Nam) tại Bình Dương,52.679.010.885,-,26.645.296.788,-,,52679010885.0,,26645296788.0,
a),a) > a),a),- Công ty TNHH Điện cơ Solen (Việt Nam),48.304.393.677,-,35.911.907.589,-,,48304393677.0,,35911907589.0,
a),a) > a),a),- Chi nhánh Công ty Cổ phần Viễn thông FPT,35.224.062.709,-,21.621.828.800,-,,35224062709.0,,21621828800.0,
a),a) > a),a),- Tổng Công ty Mạng lưới Viettel - Chi nhánh Tập đoàn Công nghiệp - Viễn thông Quân đội,-,-,35.978.840.278,-,,,,35978840278.0,
a),a) > a),a),- Các khoản phải thu khách hàng khác,203.244.265.795,(1.084.813.142),219.168.560.761,(893.770.294),,203244265795.0,-1084813142.0,219168560761.0,-893770294.0
a),a) > a),a),,401.975.302.635,(1.084.813.142),386.156.951.070,(893.770.294),,401975302635.0,-1084813142.0,386156951070.0,-893770294.0
b),b),b),Dài hạn,,,,,,,,,
b),b) > b),b),- Khách hàng Dự án Chung cư Samland Giai Việt,1.104.934.632,-,9.163.628.217,-,,1104934632.0,,9163628217.0,
b),b) > b),b),- Khách hàng Dự án Chung cư Samland Airport,7.790.794.000,-,8.478.217.000,-,,7790794000.0,,8478217000.0,
b),b) > b),b),,8.895.728.632,-,17.641.845.217,-,,8895728632.0,,17641845217.0,
