row_label_raw,row_label_full,Hợp đồng,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức bảo đảm,31/12/2024,numeric__Hạn mức,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Lãi suất,numeric__Hình thức bảo đảm,numeric__31/12/2024
,,,,,,,,VND,,,,,,
Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,,,,,,
(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > (1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,305.412.790.280,,,,,,305412790280.0
- Hợp đồng Cấp tín dụng số 70/5475220/240DN2/CTD ngày 21/08/2024,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng Cấp tín dụng số 70/5475220/240DN2/CTD ngày 21/08/2024,- Hợp đồng Cấp tín dụng số 70/5475220/240DN2/CTD ngày 21/08/2024,900.000.000.000 VND,12 tháng,Quy định cụ thể trong các hợp đồng tín dụng,Theo từng giấy nhận nợ,Thế chấp tài sản là hàng hóa hình thành từ hợp đồng nhập khẩu của khách hàng,305.412.790.280,,,,,,305412790280.0
(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > (2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nam Sài Gòn,10.864.503.125,,,,,,10864503125.0
- Hợp đồng cho vay hạn mức số 300166781/2024-HĐCVHM/NHCT680-SACOM ngày 25/12/2024,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay hạn mức số 300166781/2024-HĐCVHM/NHCT680-SACOM ngày 25/12/2024,- Hợp đồng cho vay hạn mức số 300166781/2024-HĐCVHM/NHCT680-SACOM ngày 25/12/2024,300.000.000.000 VND,Đến hết ngày 25/12/2025,Bổ sung vốn lưu động phục vụ hoạt động sản xuất kinh doanh dây cấp,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phần SAM Holdings.,10.864.503.125,,,,,,10864503125.0
(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > (3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,(3) Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh,16.516.779.335,,,,,,16516779335.0
- Hợp đồng hạn mức số STVN2088-21 ngày 14/03/2023 và Phụ lục,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng hạn mức số STVN2088-21 ngày 14/03/2023 và Phụ lục,- Hợp đồng hạn mức số STVN2088-21 ngày 14/03/2023 và Phụ lục,3.000.000 USD,Đến ngày 13/03/2024 và tự động gia hạn,Tài trợ vốn lưu động,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phần SAM Holdings.,16.516.779.335,,,,,,16516779335.0
(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > (4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,(4) Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,42.505.579.636,,,,,,42505579636.0
- Hợp đồng tín dụng số 181004 - SDBS4 ngày 29/11/2022 và văn bản sửa đổi Hợp đồng tín dụng ngắn hạn số 181004 - SDBS5 ngày 01/03/2024,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng tín dụng số 181004 - SDBS4 ngày 29/11/2022 và văn bản sửa đổi Hợp đồng tín dụng ngắn hạn số 181004 - SDBS5 ngày 01/03/2024,- Hợp đồng tín dụng số 181004 - SDBS4 ngày 29/11/2022 và văn bản sửa đổi Hợp đồng tín dụng ngắn hạn số 181004 - SDBS5 ngày 01/03/2024,3.000.000 USD,Đến ngày 31/01/2025,Tài trợ nhu cầu phát hành thư tín dụng (L/C) và các nhu cầu vốn lưu động khác,Theo từng giấy nhận nợ,Tín chấp,42.505.579.636,,,,,,42505579636.0
