row_label_raw,row_label_full,col_0,col_1,01/01/2024 > Giá trịVND,01/01/2024 > Dự phòngVND,Trong năm > TăngVND,Trong năm > GiảmVND,31/12/2024 > Giá trịVND,31/12/2024 > Dự phòngVND,numeric__col_1,numeric__01/01/2024 > Giá trịVND,numeric__01/01/2024 > Dự phòngVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__31/12/2024 > Giá trịVND,numeric__31/12/2024 > Dự phòngVND
a),a),a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,,
a),a) > a),a),Bên liên quan,10.690.000.000,-,3.050.000.000,13.740.000.000,-,-,,10690000000.0,,3050000000.0,13740000000.0,,
a),a) > a),a),- Công ty Cổ phần Phú Hữu Gia,10.690.000.000,-,3.050.000.000,13.740.000.000,-,-,,10690000000.0,,3050000000.0,13740000000.0,,
a),a) > a),a),Bên khác,80.371.300.000,-,7.000.000.000,68.530.000.000,18.841.300.000,-,,80371300000.0,,7000000000.0,68530000000.0,18841300000.0,
a),a) > a),a),- Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam\( ^{(1)} \),18.841.300.000,-,-,-,18.841.300.000,-,,18841300000.0,,,,18841300000.0,
a),a) > a),a),- Công ty Cổ phần Nông lâm nghiệp Trường Thành,13.530.000.000,-,-,13.530.000.000,-,-,,13530000000.0,,,13530000000.0,,
a),a) > a),a),- Công ty Cổ phần Capella Group,48.000.000.000,-,-,48.000.000.000,-,-,,48000000000.0,,,48000000000.0,,
a),a) > a),a),- Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,-,-,7.000.000.000,7.000.000.000,-,-,,,,7000000000.0,7000000000.0,,
a),a) > a),a),,91.061.300.000,-,10.050.000.000,82.270.000.000,18.841.300.000,-,,91061300000.0,,10050000000.0,82270000000.0,18841300000.0,
b),b),b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,,,
b),b),b),Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,,,,
b),b) > b),b),- Công ty Cổ phần Phú Hữu Gia\( ^{(2)} \),,-,100.000.000.000,-,100.000.000.000,-,,,,100000000000.0,,100000000000.0,
b),b) > b),b),,-,-,100.000.000.000,-,100.000.000.000,-,,,,100000000000.0,,100000000000.0,
b),b),b),Thông tin chỉ tiết về các khoản cho vay:,Thông tin chỉ tiết về các khoản cho vay:,Thông tin chỉ tiết về các khoản cho vay:,Thông tin chỉ tiết về các khoản cho vay:,Thông tin chỉ tiết về các khoản cho vay:,Thông tin chỉ tiết về các khoản cho vay:,Thông tin chỉ tiết về các khoản cho vay:,,,,,,,
b),b),b),,Hợp đồng,Loại tiền,Lãi suất,Thời hạn,Hình thức bảo đảm,31/12/2024,,,,,,,
b),b),b),,,,,,,VND,,,,,,,
b),b) > b),b),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,18.841.300.000,,,,,,,18841300000.0
b),b) > b),b),\( ^{(1)} \) Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Hợp đồng số 01/2021/SAM-TH1/HĐVV ngày 13/10/2021 và các phụ lục,VND,11%/năm,Đến hết ngày 13/11/2025,Tín chấp,18.841.300.000,,,,,,,18841300000.0
b),b),b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,,,
b),b) > b),b),\( ^{(2)} \) Công ty Cổ phần Phú Hữu Gia,Hợp đồng cho vay số 01/2024/STL-PHG/HĐVV ngày 16/09/2024,VND,"6,8%/năm",36 tháng,Tín chấp,100.000.000.000,,,,,,,100000000000.0
b),b) > b),b),,,,,,,100.000.000.000,,,,,,,100000000000.0
b),b) > b),b),,,,,,,118.841.300.000,,,,,,,118841300000.0
