row_label_raw,row_label_full,col_0,col_1,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__col_1,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,,,,,,,,,
a),a) > a),a),- Phải thu các khoản bảo hiểm,-,-,6.684.821,-,,,,6684821.0,
a),a) > a),a),"- Ký quỹ, ký cược (4)",6.173.622.600,-,6.341.463.038,-,,6173622600.0,,6341463038.0,
a),a) > a),a),- Tạm ứng,31.912.818.437,-,53.948.361.348,-,,31912818437.0,,53948361348.0,
a),a) > a),a),- Phải thu vốn góp từ các hợp đồng hợp tác đầu tư (1),424.234.344.356,-,572.536.503.485,-,,424234344356.0,,572536503485.0,
a),a) > a),a),"- Phải thu lãi tiền gửi, lãi cho vay",9.010.845.095,-,22.334.347.919,-,,9010845095.0,,22334347919.0,
a),a) > a),a),- Tạm ứng cho Trung tâm Phát triển Quỹ đất Nhơn Trạch (2),48.037.823.000,-,48.977.063.000,-,,48037823000.0,,48977063000.0,
a),a) > a),a),"- Tiền đèn bù, giải phóng mặt bằng chờ cần trừ tiền thuê đất (3)",23.601.993.670,-,25.419.560.297,-,,23601993670.0,,25419560297.0,
a),a) > a),a),- Phải thu khác,5.093.602.335,-,10.396.623.067,-,,5093602335.0,,10396623067.0,
a),a) > a),a),,548.065.049.493,-,739.960.606.975,-,,548065049493.0,,739960606975.0,
b),b),b),Dài hạn,,,,,,,,,
b),b) > b),b),"- Tiền đến bù, giải phóng mặt bằng chờ cần trừ tiền thuê đất (3)",6.562.000.061,-,7.715.701.302,-,,6562000061.0,,7715701302.0,
b),b) > b),b),"- Ký cược, ký quỹ (4)",5.002.171.233,-,4.828.696.875,-,,5002171233.0,,4828696875.0,
b),b) > b),b),,11.564.171.294,-,12.544.398.177,-,,11564171294.0,,12544398177.0,
c),c),c),Trong đó: Phải thu khác là các bên liên quan,,,,,,,,,
c),c) > c),c),- Ông Trần Việt Anh,1.538.082.192,-,1.538.082.192,-,,1538082192.0,,1538082192.0,
c),c) > c),c),- Ông Phương Xuân Thụy,-,-,5.701.623.450,-,,,,5701623450.0,
c),c) > c),c),- Công ty Cổ phần Phú Hữu Gia,1.918.904.110,-,1.240.875.346,-,,1918904110.0,,1240875346.0,
c),c) > c),c),,3.456.986.302,-,8.480.580.988,-,,3456986302.0,,8480580988.0,
