row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,44.150.549.986,-,26.095.669.836,-,44150549986.0,,26095669836.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",217.273.769.365,-,245.039.225.665,-,217273769365.0,,245039225665.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.174.906.961,-,4.217.616.900,-,5174906961.0,,4217616900.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,18.824.927.442,-,23.621.798.993,-,18824927442.0,,23621798993.0,
Thành phẩm,Thành phẩm,Thành phẩm,98.524.745.091,-,137.488.113.304,-,98524745091.0,,137488113304.0,
Hàng hoá,Hàng hoá,Hàng hoá,118.523.913.775,-,60.827.667.650,-,118523913775.0,,60827667650.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,220.496.177,-,185.991.144,-,220496177.0,,185991144.0,
,,,502.693.308.797,-,497.476.083.492,-,502693308797.0,,497476083492.0,
