row_label_raw,row_label_full,col_0,01/01/2024 > Giá trị,01/01/2024 > Số có khả năngtrà nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2024 > Giá trị,31/12/2024 > Số có khả năngtrà nợ,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năngtrà nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năngtrà nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,,,,,,
- Các khoản vay,a) Vay ngắn hạn > - Các khoản vay,- Các khoản vay,962.351.856.621,962.351.856.621,2.421.235.789.452,2.429.641.996.423,953.945.649.650,953.945.649.650,962351856621.0,962351856621.0,2421235789452.0,2429641996423.0,953945649650.0,953945649650.0
+ Ngân hàng TMCP Ngoại thương Việt Nam -Chi nhánh Thành phố Hồ Chí Minh (1),a) Vay ngắn hạn > + Ngân hàng TMCP Ngoại thương Việt Nam -Chi nhánh Thành phố Hồ Chí Minh (1),+ Ngân hàng TMCP Ngoại thương Việt Nam -Chi nhánh Thành phố Hồ Chí Minh (1),249.933.203.550,249.933.203.550,592.500.847.301,537.021.260.571,305.412.790.280,305.412.790.280,249933203550.0,249933203550.0,592500847301.0,537021260571.0,305412790280.0,305412790280.0
+ Ngân hàng TMCP Công thương Việt Nam -Chi nhánh Nam Sài Gòn (2),a) Vay ngắn hạn > + Ngân hàng TMCP Công thương Việt Nam -Chi nhánh Nam Sài Gòn (2),+ Ngân hàng TMCP Công thương Việt Nam -Chi nhánh Nam Sài Gòn (2),50.372.810.107,50.372.810.107,10.864.503.125,50.372.810.107,10.864.503.125,10.864.503.125,50372810107.0,50372810107.0,10864503125.0,50372810107.0,10864503125.0,10864503125.0
+ Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh (3),a) Vay ngắn hạn > + Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh (3),+ Ngân hàng TNHH CTBC - Chi nhánh Thành phố Hồ Chí Minh (3),71.933.121.958,71.933.121.958,153.041.741.145,208.458.083.768,16.516.779.335,16.516.779.335,71933121958.0,71933121958.0,153041741145.0,208458083768.0,16516779335.0,16516779335.0
+ Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (4),a) Vay ngắn hạn > + Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (4),+ Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh (4),66.469.919.286,66.469.919.286,119.651.053.020,143.615.392.670,42.505.579.636,42.505.579.636,66469919286.0,66469919286.0,119651053020.0,143615392670.0,42505579636.0,42505579636.0
+ Ngân hàng TMCP Quân đội - Chi nhánh ĐiệnBiên Phú (5),a) Vay ngắn hạn > + Ngân hàng TMCP Quân đội - Chi nhánh ĐiệnBiên Phú (5),+ Ngân hàng TMCP Quân đội - Chi nhánh ĐiệnBiên Phú (5),39.999.174.785,39.999.174.785,46.439.627.714,79.567.743.613,6.871.058.886,6.871.058.886,39999174785.0,39999174785.0,46439627714.0,79567743613.0,6871058886.0,6871058886.0
+ Ngân hàng TNHH MTV HSBC (Việt Nam) -Chi nhánh Đồng Nai (6),a) Vay ngắn hạn > + Ngân hàng TNHH MTV HSBC (Việt Nam) -Chi nhánh Đồng Nai (6),+ Ngân hàng TNHH MTV HSBC (Việt Nam) -Chi nhánh Đồng Nai (6),78.320.626.429,78.320.626.429,311.287.670.384,263.508.166.394,126.100.130.419,126.100.130.419,78320626429.0,78320626429.0,311287670384.0,263508166394.0,126100130419.0,126100130419.0
+ Ngân hàng Maybank Việt Nam - Chi nhánhThành phố Hồ Chí Minh (7),a) Vay ngắn hạn > + Ngân hàng Maybank Việt Nam - Chi nhánhThành phố Hồ Chí Minh (7),+ Ngân hàng Maybank Việt Nam - Chi nhánhThành phố Hồ Chí Minh (7),106.483.056.703,106.483.056.703,274.487.211.784,297.441.003.810,83.529.264.677,83.529.264.677,106483056703.0,106483056703.0,274487211784.0,297441003810.0,83529264677.0,83529264677.0
