row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.694.902.123.049,1.985.823.553.060,,,1694902123049.0,1985823553060.0
310,310,310,I. Nợ ngắn hạn,,1.320.348.118.855,1.723.049.165.892,,,1320348118855.0,1723049165892.0
311,311,311,1. Phải trả người bán ngắn hạn,18,81.861.934.367,66.344.563.713,,18.0,81861934367.0,66344563713.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,24.905.040.167,49.123.782.352,,19.0,24905040167.0,49123782352.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,14.307.788.876,11.955.621.388,,20.0,14307788876.0,11955621388.0
314,314,314,4. Phải trả người lao động,,13.940.703.849,14.608.439.972,,,13940703849.0,14608439972.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,53.090.130.257,61.308.317.145,,21.0,53090130257.0,61308317145.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,5.788.332.400,2.484.643.733,,22.0,5788332400.0,2484643733.0
319,319,319,7. Phải trả ngắn hạn khác,23,78.680.356.178,458.920.478.952,,23.0,78680356178.0,458920478952.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,17,1.037.278.982.982,1.048.185.189.963,,17.0,1037278982982.0,1048185189963.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,10.494.849.779,10.118.128.674,,,10494849779.0,10118128674.0
330,330,330,II. Nợ dài hạn,,374.554.004.194,262.774.387.168,,,374554004194.0,262774387168.0
331,331,331,1. Phải trả người bán dài hạn,18,220.000.000,220.000.000,,18.0,220000000.0,220000000.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,22,120.979.818.116,78.670.251.646,,22.0,120979818116.0,78670251646.0
337,337,337,3. Phải trả dài hạn khác,23,18.874.994.552,16.205.531.384,,23.0,18874994552.0,16205531384.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,17,184.560.000.000,110.775.966.622,,17.0,184560000000.0,110775966622.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,36,49.919.191.526,56.902.637.516,,36.0,49919191526.0,56902637516.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.680.665.279.500,4.606.068.245.904,,,4680665279500.0,4606068245904.0
410,410,410,I. Vốn chủ sở hữu,24,4.680.665.279.500,4.606.068.245.904,,24.0,4680665279500.0,4606068245904.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
411a,411a,411a,- Có phiếu phổ thông có quyền biểu quyết,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
412,412,412,2. Thặng dư vốn cổ phần,,(374.324.139),(374.324.139),,,-374324139.0,-374324139.0
414,414,414,3. Vốn khác của chủ sở hữu,,39.231.559.483,39.231.559.483,,,39231559483.0,39231559483.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,,-,(2.890.407.801),,,,-2890407801.0
418,418,418,5. Quỹ đầu tư phát triển,,8.728.889.757,8.728.889.757,,,8728889757.0,8728889757.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,176.228.596.377,84.146.505.344,,,176228596377.0,84146505344.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,77.311.316.144,61.145.757.446,,,77311316144.0,61145757446.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,98.917.280.233,23.000.747.898,,,98917280233.0,23000747898.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,657.240.848.022,677.616.313.260,,,657240848022.0,677616313260.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.375.567.402.549,6.591.891.798.964,,,6375567402549.0,6591891798964.0
