row_label_raw,row_label_full,col_0,Số lượng chứng quyền được phép phát hành,Số lượng chứng quyền đang lưu hành,numeric__Số lượng chứng quyền được phép phát hành,numeric__Số lượng chứng quyền đang lưu hành
ACB/8M/SSI/C/EU/Cash-12,ACB/8M/SSI/C/EU/Cash-12,ACB/8M/SSI/C/EU/Cash-12,15.000.000,906.400,15000000.0,906400.0
FPT/5M/SSI/C/EU/Cash-10,FPT/5M/SSI/C/EU/Cash-10,FPT/5M/SSI/C/EU/Cash-10,18.000.000,9.039.500,18000000.0,9039500.0
FPT/4M/SSI/C/EU/Cash-12,FPT/4M/SSI/C/EU/Cash-12,FPT/4M/SSI/C/EU/Cash-12,17.000.000,799.500,17000000.0,799500.0
HPG/5M/SSI/C/EU/Cash-10,HPG/5M/SSI/C/EU/Cash-10,HPG/5M/SSI/C/EU/Cash-10,37.500.000,32.450.700,37500000.0,32450700.0
HPG/8M/SSI/C/EU/Cash-12,HPG/8M/SSI/C/EU/Cash-12,HPG/8M/SSI/C/EU/Cash-12,22.000.000,16.860.900,22000000.0,16860900.0
KDH/5M/SSI/C/EU/Cash-11,KDH/5M/SSI/C/EU/Cash-11,KDH/5M/SSI/C/EU/Cash-11,6.500.000,2.106.200,6500000.0,2106200.0
MBB/5M/SSI/C/EU/Cash-11,MBB/5M/SSI/C/EU/Cash-11,MBB/5M/SSI/C/EU/Cash-11,8.000.000,7.393.000,8000000.0,7393000.0
MBB/4M/SSI/C/EU/Cash-12,MBB/4M/SSI/C/EU/Cash-12,MBB/4M/SSI/C/EU/Cash-12,23.000.000,10.186.900,23000000.0,10186900.0
MSN/5M/SSI/C/EU/Cash-10,MSN/5M/SSI/C/EU/Cash-10,MSN/5M/SSI/C/EU/Cash-10,12.000.000,895.000,12000000.0,895000.0
MWG/5M/SSI/C/EU/Cash-10,MWG/5M/SSI/C/EU/Cash-10,MWG/5M/SSI/C/EU/Cash-10,7.000.000,1.327.800,7000000.0,1327800.0
MWG/4M/SSI/C/EU/Cash-12,MWG/4M/SSI/C/EU/Cash-12,MWG/4M/SSI/C/EU/Cash-12,12.000.000,3.536.300,12000000.0,3536300.0
NVL/5M/SSI/C/EU/Cash-11,NVL/5M/SSI/C/EU/Cash-11,NVL/5M/SSI/C/EU/Cash-11,5.500.000,4.485.000,5500000.0,4485000.0
PNJ/5M/SSI/C/EU/Cash-10,PNJ/5M/SSI/C/EU/Cash-10,PNJ/5M/SSI/C/EU/Cash-10,10.000.000,2.860.400,10000000.0,2860400.0
STB/5M/SSI/C/EU/Cash-11,STB/5M/SSI/C/EU/Cash-11,STB/5M/SSI/C/EU/Cash-11,8.000.000,5.295.000,8000000.0,5295000.0
TCB/5M/SSI/C/EU/Cash-11,TCB/5M/SSI/C/EU/Cash-11,TCB/5M/SSI/C/EU/Cash-11,11.000.000,9.420.200,11000000.0,9420200.0
TCB/8M/SSI/C/EU/Cash-12,TCB/8M/SSI/C/EU/Cash-12,TCB/8M/SSI/C/EU/Cash-12,23.000.000,15.674.000,23000000.0,15674000.0
VHM/5M/SSI/C/EU/Cash-10,VHM/5M/SSI/C/EU/Cash-10,VHM/5M/SSI/C/EU/Cash-10,13.500.000,6.140.300,13500000.0,6140300.0
VHM/8M/SSI/C/EU/Cash-12,VHM/8M/SSI/C/EU/Cash-12,VHM/8M/SSI/C/EU/Cash-12,15.000.000,1.882.700,15000000.0,1882700.0
VIC/5M/SSI/C/EU/Cash-10,VIC/5M/SSI/C/EU/Cash-10,VIC/5M/SSI/C/EU/Cash-10,11.000.000,9.776.300,11000000.0,9776300.0
VJC/5M/SSI/C/EU/Cash-10,VJC/5M/SSI/C/EU/Cash-10,VJC/5M/SSI/C/EU/Cash-10,4.500.000,739.800,4500000.0,739800.0
VNM/5M/SSI/C/EU/Cash-10,VNM/5M/SSI/C/EU/Cash-10,VNM/5M/SSI/C/EU/Cash-10,11.000.000,6.130.300,11000000.0,6130300.0
VPB/5M/SSI/C/EU/Cash-11,VPB/5M/SSI/C/EU/Cash-11,VPB/5M/SSI/C/EU/Cash-11,9.000.000,8.440.500,9000000.0,8440500.0
VRE/5M/SSI/C/EU/Cash-10,VRE/5M/SSI/C/EU/Cash-10,VRE/5M/SSI/C/EU/Cash-10,16.000.000,5.801.900,16000000.0,5801900.0
VRE/4M/SSI/C/EU/Cash-12,VRE/4M/SSI/C/EU/Cash-12,VRE/4M/SSI/C/EU/Cash-12,23.000.000,3.220.000,23000000.0,3220000.0
Tổng cộng,Tổng cộng,Tổng cộng,338.500.000,165.368.600,338500000.0,165368600.0
