row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),,2.276.493.384.473,1.748.419.158.047,,,2276493384473.0,1748419158047.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,29.1,1.328.152.942.742,663.670.793.816,,291.0,1328152942742.0,663670793816.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,29.2,195.586.470.827,673.995.363.859,,292.0,195586470827.0,673995363859.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",29.4,457.981.838.702,394.322.418.864,,294.0,457981838702.0,394322418864.0
01.4,01.4,01.4,1.4. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,29.3,294.772.132.202,16.430.581.508,,293.0,294772132202.0,16430581508.0
02,02,02,2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),29.4,719.635.369.828,847.763.707.998,,294.0,719635369828.0,847763707998.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,29.4,1.570.741.031.737,525.089.898.914,,294.0,1570741031737.0,525089898914.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sáng để bản (AFS),29.4,834.475.000,232.761.214.148,,294.0,834475000.0,232761214148.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,2.522.235.814.481,798.948.048.958,,,2522235814481.0,798948048958.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,28.026.818.182,32.749.530.273,,,28026818182.0,32749530273.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,3.351.804.438,6.657.294.320,,,3351804438.0,6657294320.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,36.412.259.762,36.844.664.402,,,36412259762.0,36844664402.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,55.512.965.978,54.335.094.105,,,55512965978.0,54335094105.0
11,11,11,10.Thu nhập hoạt động khác,31,79.233.520.713,16.058.834.267,,31.0,79233520713.0,16058834267.0
20,20,20,Cộng doanh thu hoạt động,,7.292.477.444.592,4.299.627.445.432,,,7292477444592.0,4299627445432.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,1.329.174.238.670,995.174.214.905,,,1329174238670.0,995174214905.0
21.1,21.1,21.1,1.1. Lỗ bán các tài sản tài chính FVTPL,29.1,994.762.353.951,536.472.628.541,,291.0,994762353951.0,536472628541.0
21.2,21.2,21.2,1.2. Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,29.2,235.980.286.440,399.234.490.177,,292.0,235980286440.0,399234490177.0
21.3,21.3,21.3,1.3. Chi phí giao dịch mua các tài sản tài chính FVTPL,,5.790.434.635,2.992.990.085,,,5790434635.0,2992990085.0
21.4,21.4,21.4,1.4. Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,29.3,92.641.163.644,56.474.106.102,,293.0,92641163644.0,56474106102.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,-,13.351.221.324,,,,13351221324.0
24,24,24,"3. (Hoàn nhập)/Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",30,(43.316.292.947),444.411.131,,30.0,-43316292947.0,444411131.0
26,26,26,4. Chi phí hoạt động tự doanh,34,67.763.766.589,28.969.000.575,,34.0,67763766589.0,28969000575.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,32,1.493.958.919.195,625.814.988.058,,32.0,1493958919195.0,625814988058.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",32,17.207.268.283,8.317.086.067,,32.0,17207268283.0,8317086067.0
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,32,20.115.010.683,18.976.542.088,,32.0,20115010683.0,18976542088.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,32,41.468.448.535,32.491.874.038,,32.0,41468448535.0,32491874038.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,32,27.668.812.977,39.681.162.483,,32.0,27668812977.0,39681162483.0
32,32,32,10.Chi phí hoạt động khác,"32,33",132.760.424.724,95.850.878.060,,32.33,132760424724.0,95850878060.0
40,40,40,Cộng chi phí hoạt động,,3.086.800.596.709,1.859.071.378.729,,,3086800596709.0,1859071378729.0
