row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,1. Lợi nhuận trước thuế TNDN,,3.326.828.922.588,1.564.934.057.347,,,3326828922588.0,1564934057347.0
02,02,02,2. Điều chỉnh cho các khoản:,,(1.816.672.321.709),(874.929.134.449),,,-1816672321709.0,-874929134449.0
03,03,03,Khấu hao TSCĐ,,54.757.981.245,44.009.117.569,,,54757981245.0,44009117569.0
04,04,04,Các khoản dự phòng,,(43.244.042.982),621.466.516,,,-43244042982.0,621466516.0
05,05,05,Lỗ/(lãi) chênh lệch tỷ giá hối đoái chưa thực hiện,,32.353.467.122,(44.557.867.169),,,32353467122.0,-44557867169.0
06,06,06,Chi phí lãi vay,,1.029.858.485.847,829.431.323.088,,,1029858485847.0,829431323088.0
07,07,07,Lãi từ hoạt động đầu tư,,(862.305.473.210),(780.173.851.854),,,-862305473210.0,-780173851854.0
08,08,08,Dự thu tiền lãi,,(2.028.092.739.731),(924.259.322.599),,,-2028092739731.0,-924259322599.0
10,10,10,3. Tăng các chi phí phi tiền tệ,,336.748.015.419,469.002.762.218,,,336748015419.0,469002762218.0
11,11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL và lỗ đánh giá lại phải trả chứng quyền,,328.621.450.084,455.708.596.279,,,328621450084.0,455708596279.0
13,13,13,Hoàn nhập suy giảm giá trị các khoản cho vay,,(22.249.965),(57.055.385),,,-22249965.0,-57055385.0
14,14,14,Lỗ về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,-,13.351.221.324,,,,13351221324.0
17,17,17,Lỗ khác,,8.148.815.300,-,,,8148815300.0,
18,18,18,4. Giảm các doanh thu phi tiền tệ,,(521.629.148.440),(918.789.469.349),,,-521629148440.0,-918789469349.0
19,19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL và lãi đánh giá lại phải trả chứng quyền,,(490.358.603.029),(690.425.945.367),,,-490358603029.0,-690425945367.0
20,20,20,Lãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,-,(227.713.523.982),,,,-227713523982.0
21,21,21,Lãi khác,,(31.270.545.411),(650.000.000),,,-31270545411.0,-650000000.0
30,30,30,5. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.325.275.467.858,240.218.215.767,,,1325275467858.0,240218215767.0
31,31,31,Giảm/(tăng) tài sản tài chính FVTPL,,1.602.301.917.860,(8.115.985.740.512),,,1602301917860.0,-8115985740512.0
32,32,32,Tăng các khoản đầu tư HTM,,(2.021.484.465.634),(555.959.399.328),,,-2021484465634.0,-555959399328.0
33,33,33,Tăng các khoản cho vay,,(14.471.729.035.827),(3.866.815.977.543),,,-14471729035827.0,-3866815977543.0
34,34,34,(Tăng)/giảm tài sản tài chính AFS,,(88.298.174.452),21.534.578.342,,,-88298174452.0,21534578342.0
35,35,35,(Tăng)/giảm phải thu bán các tài sản tài chính,,(216.958.447.918),14.072.690.784,,,-216958447918.0,14072690784.0
37,37,37,(Tăng)/giảm phải thu các dịch vụ CTCK cung cấp,,(6.114.892.597),13.509.342.128,,,-6114892597.0,13509342128.0
39,39,39,Tăng các khoản phải thu khác,,(1.157.045.101.288),(188.496.386.433),,,-1157045101288.0,-188496386433.0
40,40,40,Giảm/(tăng) các tài sản khác,,105.333.623.237,(109.121.911.132),,,105333623237.0,-109121911132.0
41,41,41,Tăng/(giảm) chi phí phải trả (không bao gồm chi phí lãi vay),,17.609.423.295,(14.342.822.849),,,17609423295.0,-14342822849.0
42,42,42,(Tăng)/giảm chi phí trả trước,,(26.388.335.944),6.640.725.271,,,-26388335944.0,6640725271.0
43,43,43,Thuế TNDN đã nộp,,(468.473.021.576),(234.131.825.593),,,-468473021576.0,-234131825593.0
44,44,44,Lãi vay đã trả,,(1.023.521.441.874),(786.712.994.161),,,-1023521441874.0,-786712994161.0
45,45,45,Tăng/(giảm) phải trả cho người bán,,14.348.503.330,(21.053.701.576),,,14348503330.0,-21053701576.0
46,46,46,Tăng/(giảm) các khoản trích nộp phúc lợi nhân viên,,270.712.875,(181.184.000),,,270712875.0,-181184000.0
47,47,47,Tăng thuế và các khoản phải nộp Nhà nước,,73.003.303.067,27.651.515.848,,,73003303067.0,27651515848.0
48,48,48,Tăng/(giảm) phải trả người lao động,,100.844.403.503,(1.909.033.049),,,100844403503.0,-1909033049.0
50,50,50,"Tăng phải trả, phải nộp khác và phải trả chứng quyền",,3.816.414.171.392,438.495.001.705,,,3816414171392.0,438495001705.0
51,51,51,Tiền thu khác từ hoạt động kinh doanh,,2.106.743.568.129,874.359.263.291,,,2106743568129.0,874359263291.0
,,,- Tiền lãi đã thu,,2.104.320.074.656,862.735.893.358,,,2104320074656.0,862735893358.0
,,,- Tiền thu khác,,2.423.493.473,11.623.369.933,,,2423493473.0,11623369933.0
52,52,52,Tiền chi khác cho hoạt động kinh doanh,,(83.525.364.956),(36.406.850.916),,,-83525364956.0,-36406850916.0
60,60,60,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(10.401.393.187.520),(12.294.636.493.956),,,-10401393187520.0,-12294636493956.0
