row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị ghi sổ,Số cuối năm > Giá trị hợp lý (4),Số đầu năm > Giá trị ghi sổ,Số đầu năm > Giá trị hợp lý (4),numeric__Số cuối năm > Giá trị ghi sổ,numeric__Số cuối năm > Giá trị hợp lý (4),numeric__Số đầu năm > Giá trị ghi sổ,numeric__Số đầu năm > Giá trị hợp lý (4)
Cho vay hoạt độngký quỹ (1),Cho vay hoạt độngký quỹ (1),Cho vay hoạt độngký quỹ (1),22.745.638.861.021,22.715.564.511.306,9.012.433.408.635,8.982.336.808.955,22745638861021.0,22715564511306.0,9012433408635.0,8982336808955.0
Cho vay hoạt độngứng trước tiền báncủa khách hàng (2),Cho vay hoạt độngứng trước tiền báncủa khách hàng (2),Cho vay hoạt độngứng trước tiền báncủa khách hàng (2),945.347.041.803,945.347.041.803,213.422.988.773,213.422.988.773,945347041803.0,945347041803.0,213422988773.0,213422988773.0
Các khoản khác (3),Các khoản khác (3),Các khoản khác (3),6.901.338.630,6.901.338.630,301.808.219,301.808.219,6901338630.0,6901338630.0,301808219.0,301808219.0
Tổng cộng,Tổng cộng,Tổng cộng,23.697.887.241.454,23.667.812.891.739,9.226.158.205.627,9.196.061.605.947,23697887241454.0,23667812891739.0,9226158205627.0,9196061605947.0
