row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tạm ứng,Tạm ứng,Tạm ứng,11.567.140.575,8.975.788.912,11567140575.0,8975788912.0
"Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ",3.314.801.546,757.153.145,3314801546.0,757153145.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,52.459.871.652,24.668.168.222,52459871652.0,24668168222.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",2.996.466.634,519.052.110,2996466634.0,519052110.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,49.463.405.018,24.149.116.112,49463405018.0,24149116112.0
"Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",3.727.824.150,1.984.430.500,3727824150.0,1984430500.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,2.034.798.400,112.517.421.701,2034798400.0,112517421701.0
- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,883.944.800,111.567.248.001,883944800.0,111567248001.0
- Khác,- Khác,- Khác,1.150.853.600,950.173.700,1150853600.0,950173700.0
Tổng cộng,Tổng cộng,Tổng cộng,73.104.436.323,148.902.962.480,73104436323.0,148902962480.0
