row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,46.208.991.192.792,28.777.742.441.510,,,46208991192792.0,28777742441510.0
110,110,110,I. Tài sản tài chính,,46.135.886.756.469,28.628.839.479.030,,,46135886756469.0,28628839479030.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,970.547.870.834,172.024.126.548,,5.0,970547870834.0,172024126548.0
111.1,111.1,111.1,1.1. Tiền,,370.547.870.834,71.777.591.696,,,370547870834.0,71777591696.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,600.000.000.000,100.246.534.852,,,600000000000.0,100246534852.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,11.747.084.329.599,13.207.913.490.501,,71.0,11747084329599.0,13207913490501.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,7.821.040.985.075,5.580.140.896.543,,73.0,7821040985075.0,5580140896543.0
114,114,114,4. Các khoản cho vay,7.4,23.697.887.241.454,9.226.158.205.627,,74.0,23697887241454.0,9226158205627.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,271.579.547.769,183.281.373.318,,72.0,271579547769.0,183281373318.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,8,(62.328.696.315),(48.240.749.680),,8.0,-62328696315.0,-48240749680.0
117,117,117,7. Các khoản phải thu,,527.124.038.738,386.392.925.745,,,527124038738.0,386392925745.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,521.353.505.084,304.395.057.166,,9.0,521353505084.0,304395057166.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",9,5.770.533.654,81.997.868.579,,9.0,5770533654.0,81997868579.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,5.770.533.654,81.997.868.579,,,5770533654.0,81997868579.0
118,118,118,8. Trả trước cho người bán,9,1.373.664.750.914,198.769.776.297,,9.0,1373664750914.0,198769776297.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,26.609.270.873,21.849.849.036,,9.0,26609270873.0,21849849036.0
122,122,122,10. Các khoản phải thu khác,9,5.344.249.269,1.926.127.178,,9.0,5344249269.0,1926127178.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(242.666.831.741),(301.376.542.083),,9.0,-242666831741.0,-301376542083.0
130,130,130,II. Tài sản ngắn hạn khác,10,73.104.436.323,148.902.962.480,,10.0,73104436323.0,148902962480.0
131,131,131,1. Tạm ứng,,11.567.140.575,8.975.788.912,,,11567140575.0,8975788912.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,3.314.801.546,757.153.145,,,3314801546.0,757153145.0
133,133,133,3. Chi phí trả trước ngắn hạn,,52.459.871.652,24.668.168.222,,,52459871652.0,24668168222.0
134,134,134,"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,3.727.824.150,1.984.430.500,,,3727824150.0,1984430500.0
137,137,137,5. Tài sản ngắn hạn khác,,2.034.798.400,112.517.421.701,,,2034798400.0,112517421701.0
