row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,457.520.134.607,159.007.766.177,457520134607.0,159007766177.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,39.982.985.714,30.971.915.108,39982985714.0,30971915108.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,929.461.302.133,348.003.382.115,929461302133.0,348003382115.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",28.291.258.920,20.403.626.138,28291258920.0,20403626138.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,920.653.356,1.037.171.759,920653356.0,1037171759.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",4.706.107.124,1.339.553.278,4706107124.0,1339553278.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,35.433.008.218,30.201.675.027,35433008218.0,30201675027.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,50.000.000,120.000.000,50000000.0,120000000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,158.444.822.916,137.426.555.773,158444822916.0,137426555773.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,60.473.564.831,62.313.196.801,60473564831.0,62313196801.0
Chi phí khác,Chi phí khác,Chi phí khác,17.895.046.578,30.307.688.618,17895046578.0,30307688618.0
Tổng cộng,Tổng cộng,Tổng cộng,1.733.178.884.397,821.132.530.794,1733178884397.0,821132530794.0
