row_label_raw,row_label_full,Hoàn nhập dự phòng suy giảm giá trị các khoản cho vay,Năm nay > (22.249.965),Đơn vị tính: VND > Năm trước > (57.055.385),numeric__Năm nay > (22.249.965),numeric__Đơn vị tính: VND > Năm trước > (57.055.385)
Hoàn nhập dự phòng phải thu tiền bán chứng khoán khó đòi,Hoàn nhập dự phòng phải thu tiền bán chứng khoán khó đòi,Hoàn nhập dự phòng phải thu tiền bán chứng khoán khó đòi,(57.404.239.582),(6.628.833.484),-57404239582.0,-6628833484.0
Chi phí dự phòng suy giảm giá trị tài sản tài chính sẵn sàng để bán,Chi phí dự phòng suy giảm giá trị tài sản tài chính sẵn sàng để bán,Chi phí dự phòng suy giảm giá trị tài sản tài chính sẵn sàng để bán,14.110.196.600,7.130.300.000,14110196600.0,7130300000.0
Tổng cộng,Tổng cộng,Tổng cộng,(43.316.292.947),444.411.131,-43316292947.0,444411131.0
