row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán,Giá trị hợp lý,Số dư chênh lệch đánh giá lại tại ngày 31 tháng 12 năm 2021,Số dư chênh lệch đánh giá lại tại ngày 31 tháng 12 năm 2020,Đơn vị tính: VNDChênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánh giá lại tại ngày 31 tháng 12 năm 2021,numeric__Số dư chênh lệch đánh giá lại tại ngày 31 tháng 12 năm 2020,numeric__Đơn vị tính: VNDChênh lệch thuần điều chỉnh số kế toán trong năm
1,1,1,Loại FVTPL,11.752.764.633.922,11.747.084.329.599,(5.680.304.323),34.713.511.290,(40.393.815.613),,11752764633922.0,11747084329599.0,-5680304323.0,34713511290.0,-40393815613.0
1,1,1,Cổ phiếu và chứng khoán khác niêm yết FPT,1.009.557.613.272,1.026.268.627.260,16.711.013.988,27.218.405.307,(10.507.391.319),,1009557613272.0,1026268627260.0,16711013988.0,27218405307.0,-10507391319.0
1,1,1,Cổ phiếu và chứng khoán khác niêm yết FPT,15.013.983.566,14.503.071.000,(510.912.566),5.350.261.200,(5.861.173.767),,15013983566.0,14503071000.0,-510912566.0,5350261200.0,-5861173767.0
1,1,1,MBB,8.400.183.626,8.472.844.200,72.660.574,760.259.039,(687.598.465),,8400183626.0,8472844200.0,72660574.0,760259039.0,-687598465.0
1,1,1,MWG,210.971.979.822,208.589.784.300,(2.382.195.522),634.037.935,(3.016.233.457),,210971979822.0,208589784300.0,-2382195522.0,634037935.0,-3016233457.0
1,1,1,SGN,407.684.911.102,420.402.968.000,12.718.056.898,12.119.366.898,598.690.000,,407684911102.0,420402968000.0,12718056898.0,12119366898.0,598690000.0
1,1,1,VPB,70.064.308.000,69.355.375.800,(708.932.200),551.928.545,(1.260.860.745),,70064308000.0,69355375800.0,-708932200.0,551928545.0,-1260860745.0
1,1,1,FUESSV50,17.675.672.112,32.062.977.000,14.387.304.888,4.446.652.688,9.940.652.200,,17675672112.0,32062977000.0,14387304888.0,4446652688.0,9940652200.0
1,1,1,Cổ phiếu và chứng khoán niêm yết khác,279.746.575.044,272.881.606.960,(6.864.968.084),3.355.899.003,(10.220.867.088),,279746575044.0,272881606960.0,-6864968084.0,3355899003.0,-10220867088.0
2,2,2,Cổ phiếu niêm yết cho hoạt động phòng ngửa rủi ro của chứng quyền,756.070.971.658,753.490.336.500,(2.580.635.158),27.052.024.071,(29.632.659.229),,756070971658.0,753490336500.0,-2580635158.0,27052024071.0,-29632659229.0
2,2,2,HPG,73.542.487.719,68.496.144.000,(5.046.343.719),9.779.153.415,(14.825.497.134),,73542487719.0,68496144000.0,-5046343719.0,9779153415.0,-14825497134.0
2,2,2,FPT,92.779.827.372,89.622.612.000,(3.157.215.372),1.698.618.628,(4.855.833.999),,92779827372.0,89622612000.0,-3157215372.0,1698618628.0,-4855833999.0
2,2,2,MBB,86.665.742.393,87.415.390.600,749.648.207,1.104.962.268,(355.314.061),,86665742393.0,87415390600.0,749648207.0,1104962268.0,-355314061.0
2,2,2,TCB,92.253.707.851,90.075.000.000,(2.178.707.851),4.006.471.996,(6.185.179.847),,92253707851.0,90075000000.0,-2178707851.0,4006471996.0,-6185179847.0
2,2,2,MWG,106.291.665.063,105.091.470.000,(1.200.195.063),187.352.981,(1.387.548.044),,106291665063.0,105091470000.0,-1200195063.0,187352981.0,-1387548044.0
2,2,2,Cổ phiếu khác,304.537.541.260,312.789.719.900,8.252.178.640,10.275.464.784,(2.023.286.144),,304537541260.0,312789719900.0,8252178640.0,10275464784.0,-2023286144.0
