row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/ (chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/ (chi phí)
Công ty liên quan,Công ty liên quan,Công ty liên quan,Giao dịch,Số đầu năm,Tăng trong năm,Giảm trong năm,Số cuối năm,Doanh thu/ (chi phí),,,,,,
Quỹ đầu tư thành viên SSI,Công ty liên quan > Quỹ đầu tư thành viên SSI,Quỹ đầu tư thành viên SSI,Góp vốn đầu tư,274.400.000.000,-,-,274.400.000.000,-,,274400000000.0,,,274400000000.0,
Quỹ đầu tư thành viên SSI,Công ty liên quan > Quỹ đầu tư thành viên SSI,Quỹ đầu tư thành viên SSI,Khoản ứng trước,-,129.600.000.000,-,129.600.000.000,-,,,129600000000.0,,129600000000.0,
Quỹ đầu tư Công nghệ số Việt Nam,Công ty liên quan > Quỹ đầu tư Công nghệ số Việt Nam,Quỹ đầu tư Công nghệ số Việt Nam,Góp vốn đầu tư,-,10.000.000.000,-,10.000.000.000,-,,,10000000000.0,,10000000000.0,
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Góp vốn đầu tư,30.000.000.000,45.000.000.000,-,75.000.000.000,-,,30000000000.0,45000000000.0,,75000000000.0,
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Doanh thu giao dịch và dịch vụ chứng khoán khác,281.464.002,4.985.333.711,(5.076.455.604),190.342.109,4.933.196.754,,281464002.0,4985333711.0,-5076455604.0,190342109.0,4933196754.0
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Số dư danh mục ủy thác đầu tư,157.972.876.090,192.455.096.551,(6.944.724.458),343.483.248.183,-,,157972876090.0,192455096551.0,-6944724458.0,343483248183.0,
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Chi phí quản lý danh mục,(2.008.139.664),(12.575.274.372),9.427.152.025,(5.156.262.011),(12.575.274.372),,-2008139664.0,-12575274372.0,9427152025.0,-5156262011.0,-12575274372.0
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Phi dịch vụ tư vấn đầu tư chứng khoán,(175.000.000),-,175.000.000,-,-,,-175000000.0,,175000000.0,,
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Doanh thu hợp đồng tư vấn,-,2.673.909.626,-,2.673.909.626,2.503.554.205,,,2673909626.0,,2673909626.0,2503554205.0
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty liên quan > Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Phải trả khác,-,(2.563.214.748),205.403.722,(2.357.811.026),-,,,-2563214748.0,205403722.0,-2357811026.0,
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,216.829.675,(216.829.675),-,216.829.675,,,216829675.0,-216829675.0,,216829675.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch bán chứng khoán,-,18.698.365.791.500,(18.698.365.791.500),-,16.557.672.757,,,18698365791500.0,-18698365791500.0,,16557672757.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch mua chứng khoán,-,(17.671.132.170.000),17.671.132.170.000,-,-,,,-17671132170000.0,17671132170000.0,,
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Ứng trước phí dịch vụ,178.906.200,(539.298.188),143.550.000,(216.841.988),(699.348.188),,178906200.0,-539298188.0,143550000.0,-216841988.0,-699348188.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,"Doanh thu tư vấn, dịch vụ",3.640.000.000,5.014.540.500,(6.516.385.500),2.138.155.000,4.558.673.181,,3640000000.0,5014540500.0,-6516385500.0,2138155000.0,4558673181.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty liên quan > Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Cổ tức SSI,-,(62.825.126.000),62.825.126.000,-,-,,,-62825126000.0,62825126000.0,,
Daiwa Securities Group Inc và các công ty con,Công ty liên quan > Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,5.406.584.405,(5.406.584.405),-,5.315.232.085,,,5406584405.0,-5406584405.0,,5315232085.0
Daiwa Securities Group Inc và các công ty con,Công ty liên quan > Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Phi hoa hồng phải trả,(1.865.788.366),(10.122.149.785),10.806.317.598,(1.181.620.553),(10.122.149.785),,-1865788366.0,-10122149785.0,10806317598.0,-1181620553.0,-10122149785.0
