row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,36.472.054.224.951,25.838.154.859.552,,,36472054224951.0,25838154859552.0
310,310,310,I. Nợ phải trả ngắn hạn,,36.427.503.281.646,25.813.201.997.791,,,36427503281646.0,25813201997791.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,20,31.120.908.370.195,23.351.486.249.171,,20.0,31120908370195.0,23351486249171.0
312,312,312,1.1. Vay ngắn hạn,,31.120.908.370.195,23.351.486.249.171,,,31120908370195.0,23351486249171.0
315,315,315,2. Trái phiếu chuyển đổi ngắn hạn – Cấu phần nợ,21,-,1.146.531.254.012,,21.0,,1146531254012.0
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,22,180.055.643.711,217.446.795.784,,22.0,180055643711.0,217446795784.0
320,320,320,4. Phải trả người bán ngắn hạn,23,19.760.794.859,30.299.773.634,,23.0,19760794859.0,30299773634.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,6.200.501.681,3.702.194.419,,,6200501681.0,3702194419.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,24,350.479.493.877,109.918.854.129,,24.0,350479493877.0,109918854129.0
323,323,323,7. Phải trả người lao động,,123.281.320.513,22.436.917.010,,,123281320513.0,22436917010.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,278.235.822,7.522.947,,,278235822.0,7522947.0
325,325,325,9. Chỉ phí phải trả ngắn hạn,25,102.599.740.252,81.992.339.675,,25.0,102599740252.0,81992339675.0
327,327,327,10. Doanh thu chưa thực hiện ngắn hạn,,72.000.000,81.615.385,,,72000000.0,81615385.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",26,4.277.925.693.620,620.670.946.861,,26.0,4277925693620.0,620670946861.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,245.941.487.116,228.627.534.764,,,245941487116.0,228627534764.0
340,340,340,II. Nợ phải trả dài hạn,,44.550.943.305,24.952.861.761,,,44550943305.0,24952861761.0
351,351,351,1. Doanh thu chưa thực hiện dài hạn,,1.600.000.000,1.800.000.000,,,1600000000.0,1800000000.0
356,356,356,2. Thuế thu nhập doanh nghiệp hoãn lại phải trả,17,42.950.943.305,23.152.861.761,,17.0,42950943305.0,23152861761.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,13.886.987.412.057,9.590.867.657.860,,,13886987412057.0,9590867657860.0
410,410,410,I. Vốn chủ sở hữu,27,13.886.987.412.057,9.590.867.657.860,,27.0,13886987412057.0,9590867657860.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,10.642.685.440.635,6.138.044.019.034,,,10642685440635.0,6138044019034.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,9.847.500.220.000,6.029.456.130.000,,,9847500220000.0,6029456130000.0
411.1a,411.1a,411.1a,,,,,,,,
411.2,411.1a > 411.2,411.2,a. Cổ phiếu phổ thông,,9.847.500.220.000,6.029.456.130.000,,,9847500220000.0,6029456130000.0
411.2,411.1a > 411.2,411.2,1.2. Thặng dư vốn cổ phần,,817.169.133.373,29.470.756.034,,,817169133373.0,29470756034.0
411.3,411.1a > 411.3,411.3,1.3. Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn,,-,113.779.095.785,,,,113779095785.0
411.5,411.1a > 411.5,411.5,1.4. Cổ phiếu quỹ,,(21.983.912.738),(34.661.962.785),,,-21983912738.0,-34661962785.0
412,411.1a > 412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,40,(3.793.033.106),(3.793.033.106),,40.0,-3793033106.0,-3793033106.0
414,411.1a > 414,414,3. Quỹ dự trữ bổ sung vốn điều lệ,,58.252.419.507,519.187.344.649,,,58252419507.0,519187344649.0
415,411.1a > 415,415,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,492.932.169.472,434.679.749.965,,,492932169472.0,434679749965.0
417,411.1a > 417,417,5. Lợi nhuận chưa phân phối,27.1,2.696.910.415.549,2.502.749.577.318,,271.0,2696910415549.0,2502749577318.0
417.1,411.1a > 417.1,417.1,5.1. Lợi nhuận đã thực hiện,,2.577.927.084.160,2.493.351.850.208,,,2577927084160.0,2493351850208.0
417.2,411.1a > 417.2,417.2,5.2. Lợi nhuận chưa thực hiện,,118.983.331.389,9.397.727.110,,,118983331389.0,9397727110.0
440,411.1a > 440,440,TỔNG CỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỞ HỮU,,50.359.041.637.008,35.429.022.517.412,,,50359041637008.0,35429022517412.0
