row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,26,16.380.039.770.909,10.088.157.082.401,,1.0,26.0,16380039770909.0,10088157082401.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,26,455.512.896.510,218.394.177.764,,2.0,26.0,455512896510.0,218394177764.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,15.924.526.874.399,9.869.762.904.637,,10.0,,15924526874399.0,9869762904637.0
4.,4.,4.,Giá vốn hàng bán,11,27,10.221.097.432.231,7.088.825.980.325,,11.0,27.0,10221097432231.0,7088825980325.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,5.703.429.442.168,2.780.936.924.312,,20.0,,5703429442168.0,2780936924312.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,301.008.063.317,167.531.907.804,,21.0,29.0,301008063317.0,167531907804.0
7.,7.,7.,Chi phí tài chính,22,30,60.402.056.552,45.072.929.624,,22.0,30.0,60402056552.0,45072929624.0
,,,- Trong đó: Chi phí lãi vay,23,,10.274.784.277,18.580.201.013,,23.0,,10274784277.0,18580201013.0
8.,8.,8.,Chi phí bán hàng,25,31,698.294.873.644,420.401.252.844,,25.0,31.0,698294873644.0,420401252844.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,652.594.258.961,528.491.737.615,,26.0,31.0,652594258961.0,528491737615.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,4.593.146.316.328,1.954.502.912.033,,30.0,,4593146316328.0,1954502912033.0
11.,11.,11.,Thu nhập khác,31,32,15.225.626.021,4.371.195.381,,31.0,32.0,15225626021.0,4371195381.0
12.,12.,12.,Chi phí khác,32,32,12.059.177.506,2.604.118.573,,32.0,32.0,12059177506.0,2604118573.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,32,3.166.448.515,1.767.076.808,,40.0,32.0,3166448515.0,1767076808.0
14.,14.,14.,Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,4.596.312.764.843,1.956.269.988.841,,50.0,,4596312764843.0,1956269988841.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,269.999.355.705,138.029.455.566,,51.0,33.0,269999355705.0,138029455566.0
16.,16.,16.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,,5.232.674.603,(7.883.753.661),,52.0,,5232674603.0,-7883753661.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,4.321.080.734.535,1.826.124.286.936,,60.0,,4321080734535.0,1826124286936.0
,,,Trong đó:,,,,,,,,,
17.1.,17.1.,17.1.,Lợi nhuận sau thuế của Công ty mẹ,61,,4.315.953.289.589,1.823.459.057.715,,61.0,,4315953289589.0,1823459057715.0
17.2.,17.2.,17.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,5.127.444.946,2.665.229.221,,62.0,,5127444946.0,2665229221.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,34,7.701,3.073,,70.0,34.0,7701.0,3073.0
