row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,3.561.411.903.496,3.594.024.059.539,,300.0,,3561411903496.0,3594024059539.0
I.,I.,I.,Nợ ngắn hạn,310,,2.874.435.985.843,3.186.610.542.693,,310.0,,2874435985843.0,3186610542693.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,13,1.028.475.736.079,794.797.289.361,,311.0,13.0,1028475736079.0,794797289361.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,14,106.451.076.947,285.547.357.483,,312.0,14.0,106451076947.0,285547357483.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,71.483.643.553,94.738.342.896,,313.0,15.0,71483643553.0,94738342896.0
4.,4.,4.,Phải trả người lao động,314,,136.580.729.153,187.588.949.913,,314.0,,136580729153.0,187588949913.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,16,238.922.429.225,553.156.963.463,,315.0,16.0,238922429225.0,553156963463.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,304.137.127.708,386.497.523.838,,319.0,17.0,304137127708.0,386497523838.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,18,2.559.405.532,689.162.951.336,,320.0,18.0,2559405532.0,689162951336.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,19,679.260.884.288,-,,321.0,19.0,679260884288.0,
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,20,306.564.953.358,195.121.164.403,,322.0,20.0,306564953358.0,195121164403.0
II.,II.,II.,Nợ dài hạn,330,,686.975.917.653,407.413.516.846,,330.0,,686975917653.0,407413516846.0
1.,1.,1.,Vay và nợ thuê tài chính dài hạn,338,21,1.048.481.500,2.676.343.532,,338.0,21.0,1048481500.0,2676343532.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,22,685.927.436.153,404.737.173.314,,343.0,22.0,685927436153.0,404737173314.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,10.605.448.816.520,7.478.097.275.386,,400.0,,10605448816520.0,7478097275386.0
I.,I.,I.,Vốn chủ sở hữu,410,23,10.605.448.816.520,7.478.097.275.386,,410.0,23.0,10605448816520.0,7478097275386.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,,411.0,,5294000000000.0,5294000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,,5294000000000.0,5294000000000.0
2.,2.,2.,Vốn khác của chủ sở hữu,414,,3.665.420.000,3.665.420.000,,414.0,,3665420000.0,3665420000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,2.260.185.002.979,965.858.273.232,,418.0,,2260185002979.0,965858273232.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,3.018.455.058.084,1.187.985.397.644,,421.0,,3018455058084.0,1187985397644.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kêa đến cuối năm trước,421a,,234.725.961.865,106.429.344.547,,,,234725961865.0,106429344547.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,2.783.729.096.219,1.081.556.053.097,,,,2783729096219.0,1081556053097.0
5.,5.,5.,Lợi ích của cổ đông không kiểm soát,429,,29.143.335.457,26.588.184.510,,429.0,,29143335457.0,26588184510.0
