row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,2.349.717.807.748,1.223.578.810.095,100.0,,2349717807748.0,1223578810095.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,1.171.668.961.521,506.580.539.574,110.0,5.0,1171668961521.0,506580539574.0
1. Tiền,1. Tiền,1. Tiền,111,,76.982.486.089,385.721.652.440,111.0,,76982486089.0,385721652440.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.094.686.475.432,120.858.887.134,112.0,,1094686475432.0,120858887134.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,,448.550.000.000,120.0,6.0,,448550000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,,448.550.000.000,123.0,,,448550000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,342.126.386.294,53.901.836.218,130.0,,342126386294.0,53901836218.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,24.904.420.092,7.754.563.636,131.0,,24904420092.0,7754563636.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,307.161.484.589,33.913.342.793,132.0,7.0,307161484589.0,33913342793.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,,10.060.481.613,12.233.929.789,136.0,,10060481613.0,12233929789.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,8,817.444.017.882,214.531.655.159,140.0,8.0,817444017882.0,214531655159.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,818.760.481.699,215.338.946.768,141.0,,818760481699.0,215338946768.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(1.316.463.817),(807.291.609),149.0,,-1316463817.0,-807291609.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,18.478.442.051,14.779.144,150.0,,18478442051.0,14779144.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,240.000.000,,151.0,,240000000.0,
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,18.238.442.051,,152.0,,18238442051.0,
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,,14.779.144,153.0,,,14779144.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,588.160.958.435,217.666.987.411,200.0,,588160958435.0,217666987411.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,11.216.340.040,5.309.560.766,220.0,,11216340040.0,5309560766.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,9,11.216.340.040,5.309.560.766,221.0,9.0,11216340040.0,5309560766.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,13.267.480.800,5.945.191.345,222.0,,13267480800.0,5945191345.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(2.051.140.760),(635.630.579),223.0,,-2051140760.0,-635630579.0
II. Đầu tư tài chính dài hạn,II. Đầu tư tài chính dài hạn,II. Đầu tư tài chính dài hạn,250,,576.886.985.528,212.325.347.386,250.0,,576886985528.0,212325347386.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,6,576.886.985.528,180.000.000.000,252.0,6.0,576886985528.0,180000000000.0
2. Đầu tư tài chính dài hạn khác,2. Đầu tư tài chính dài hạn khác,2. Đầu tư tài chính dài hạn khác,253,,,33.427.347.386,253.0,,,33427347386.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,,(1.102.000.000),254.0,,,-1102000000.0
III. Tài sản dài hạn khác,III. Tài sản dài hạn khác,III. Tài sản dài hạn khác,260,,57.632.867,32.079.259,260.0,,57632867.0,32079259.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,,57.632.867,32.079.259,261.0,,57632867.0,32079259.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,2.937.878.766.183,1.441.245.797.506,270.0,,2937878766183.0,1441245797506.0
