row_label_raw,row_label_full,Chỉ tiêu,Miền Bắc VND,Miền Trung VND,Miền Nam VND,Cộng VND,numeric__Miền Bắc VND,numeric__Miền Trung VND,numeric__Miền Nam VND,numeric__Cộng VND
1. Doanh thu thuần,1. Doanh thu thuần,1. Doanh thu thuần,1.742.600.384.270,745.224.760.018,1.020.173.227.299,3.507.998.371.587,1742600384270.0,745224760018.0,1020173227299.0,3507998371587.0
"- Doanh thu bán hàng hóa, thành phẩm","- Doanh thu bán hàng hóa, thành phẩm","- Doanh thu bán hàng hóa, thành phẩm",1.741.969.099.177,745.224.760.018,1.020.173.227.299,3.507.367.086.494,1741969099177.0,745224760018.0,1020173227299.0,3507367086494.0
- Doanh thu khác,- Doanh thu khác,- Doanh thu khác,631.285.093,-,-,631.285.093,631285093.0,,,631285093.0
2. Giá vốn,2. Giá vốn,2. Giá vốn,1.537.498.896.864,673.245.561.573,914.162.526.588,3.124.906.985.025,1537498896864.0,673245561573.0,914162526588.0,3124906985025.0
- Giá vốn của hàng hóa thành phẩm đã bán,- Giá vốn của hàng hóa thành phẩm đã bán,- Giá vốn của hàng hóa thành phẩm đã bán,1.537.264.333.061,673.245.561.573,914.162.526.588,3.124.672.421.222,1537264333061.0,673245561573.0,914162526588.0,3124672421222.0
- Giá vốn hoạt động khác,- Giá vốn hoạt động khác,- Giá vốn hoạt động khác,234.563.803,-,-,234.563.803,234563803.0,,,234563803.0
3. Lợi nhuận gộp,3. Lợi nhuận gộp,3. Lợi nhuận gộp,205.101.487.406,71.979.198.445,106.010.700.711,383.091.386.562,205101487406.0,71979198445.0,106010700711.0,383091386562.0
"- Bán hàng hóa, thành phẩm","- Bán hàng hóa, thành phẩm","- Bán hàng hóa, thành phẩm",204.704.766.116,71.979.198.445,106.010.700.711,382.694.665.272,204704766116.0,71979198445.0,106010700711.0,382694665272.0
- Hoạt động khác,- Hoạt động khác,- Hoạt động khác,396.721.290,-,-,396.721.290,396721290.0,,,396721290.0
4. Lợi nhuận trước thuế,4. Lợi nhuận trước thuế,4. Lợi nhuận trước thuế,313.458.575.742,82.964.700.551,113.574.281.016,509.997.557.309,313458575742.0,82964700551.0,113574281016.0,509997557309.0
"- Bán hàng hóa, thành phẩm","- Bán hàng hóa, thành phẩm","- Bán hàng hóa, thành phẩm",193.533.959.006,82.964.700.551,113.574.281.016,390.072.940.573,193533959006.0,82964700551.0,113574281016.0,390072940573.0
- Hoạt động khác,- Hoạt động khác,- Hoạt động khác,396.721.290,-,-,396.721.290,396721290.0,,,396721290.0
- LN khác,- LN khác,- LN khác,119.527.895.446,-,-,119.527.895.446,119527895446.0,,,119527895446.0
