row_label_raw,row_label_full,Tại 01/01/2015,31/12/2015VND > 180.000.000.000,numeric__31/12/2015VND > 180.000.000.000
Tăng do đầu tư công ty liên kết,Tăng do đầu tư công ty liên kết,Tăng do đầu tư công ty liên kết,397.220.400.000,397220400000.0
Ảnh hưởng ghi nhận theo phương pháp vốn chủ,Ảnh hưởng ghi nhận theo phương pháp vốn chủ,Ảnh hưởng ghi nhận theo phương pháp vốn chủ,334.830.980,334830980.0
"Phần lợi nhuận trong kết quả kinh doanh của Công ty liên doanh, liên kết","Phần lợi nhuận trong kết quả kinh doanh của Công ty liên doanh, liên kết","Phần lợi nhuận trong kết quả kinh doanh của Công ty liên doanh, liên kết",(668.245.452),-668245452.0
Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,576.886.985.528,576886985528.0
