row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2015,Năm 2014,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,3.512.705.644.333,1.423.761.494.958,1.0,,3512705644333.0,1423761494958.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,4.707.272.746,-,2.0,,4707272746.0,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,15,3.507.998.371.587,1.423.761.494.958,10.0,15.0,3507998371587.0,1423761494958.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,16,3.124.906.985.025,1.242.239.968.595,11.0,16.0,3124906985025.0,1242239968595.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,383.091.386.562,181.521.526.363,20.0,,383091386562.0,181521526363.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,17,30.751.536.741,11.064.368.263,21.0,17.0,30751536741.0,11064368263.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,18,19.705.564.094,8.092.987.864,22.0,18.0,19705564094.0,8092987864.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,8.832.492.790,573.098.277,23.0,,8832492790.0,573098277.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(668.245.452),-,24.0,,-668245452.0,
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,,(7.593.814.871),33.276.122.179,25.0,,-7593814871.0,33276122179.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,,12.643.321.331,13.430.607.236,26.0,,12643321331.0,13430607236.0
11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,388.419.607.297,137.786.177.347,30.0,,388419607297.0,137786177347.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,19,122.731.050.398,2.594.888.453,31.0,19.0,122731050398.0,2594888453.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,1.153.100.386,2.341.940.335,32.0,,1153100386.0,2341940335.0
14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,121.577.950.012,252.948.118,40.0,,121577950012.0,252948118.0
15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,509.997.557.309,138.039.125.465,50.0,,509997557309.0,138039125465.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,,28.819.095.192,2.185.844.787,51.0,,28819095192.0,2185844787.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),60,,481.178.462.117,135.853.280.678,60.0,,481178462117.0,135853280678.0
18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,70,,481.000.899.770,135.675.718.331,70.0,,481000899770.0,135675718331.0
19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,71,,177.562.347,177.562.347,71.0,,177562347.0,177562347.0
20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,70,20,3.427,2.047,70.0,20.0,3427.0,2047.0
