row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,300,,176.709.618.575,693.737.031.699,300.0,,176709618575.0,693737031699.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,176.709.618.575,693.737.031.699,310.0,,176709618575.0,693737031699.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,10,1.712.250.000,591.832.667.728,311.0,10.0,1712250000.0,591832667728.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,39.533.239.219,14.939.208.491,312.0,,39533239219.0,14939208491.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,,2.655.549.857,4.817.796.342,313.0,,2655549857.0,4817796342.0
4. Chi phí phải trả ngắn hạn,4. Chi phí phải trả ngắn hạn,4. Chi phí phải trả ngắn hạn,315,,613.636.373,11.035.000.000,315.0,,613636373.0,11035000000.0
"5. Phải trả, phải nộp ngắn hạn khác","5. Phải trả, phải nộp ngắn hạn khác","5. Phải trả, phải nộp ngắn hạn khác",319,,47.246.460.550,48.417.055.856,319.0,,47246460550.0,48417055856.0
6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,320,11,75.000.000.000,-,320.0,11.0,75000000000.0,
7. Dự phòng phải trả ngắn hạn,7. Dự phòng phải trả ngắn hạn,7. Dự phòng phải trả ngắn hạn,321,,1.526.779.294,14.230.000.000,321.0,,1526779294.0,14230000000.0
"8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi",322,,8.421.703.282,8.465.303.282,322.0,,8421703282.0,8465303282.0
B - NGUỒN VỐN CHỦ SỞ HỮU,B - NGUỒN VỐN CHỦ SỞ HỮU,B - NGUỒN VỐN CHỦ SỞ HỮU,400,,2.761.169.147.608,747.508.765.807,400.0,,2761169147608.0,747508765807.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,2.761.169.147.608,747.508.765.807,410.0,,2761169147608.0,747508765807.0
1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,411,12,2.330.904.280.000,573.642.410.000,411.0,12.0,2330904280000.0,573642410000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.330.904.280.000,573.642.410.000,,,2330904280000.0,573642410000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,12,124.532.011.543,14.116.236.000,412.0,12.0,124532011543.0,14116236000.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,12,19.572.915.034,12.780.251.000,418.0,12.0,19572915034.0,12780251000.0
4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,421,12,284.794.837.523,146.969.868.807,421.0,12.0,284794837523.0,146969868807.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,25.784.634.753,11.116.588.129,,,25784634753.0,11116588129.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,259.010.202.770,135.853.280.678,,,259010202770.0,135853280678.0
5. Lợi ích cổ đông không kiểm soát,5. Lợi ích cổ đông không kiểm soát,5. Lợi ích cổ đông không kiểm soát,429,,1.365.103.508,-,429.0,,1365103508.0,
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,2.937.878.766.183,1.441.245.797.506,440.0,,2937878766183.0,1441245797506.0
