row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc VND,31/12/2015 > Giá trị ghi số VND,01/01/2015 > Giá gốc VND,01/01/2015 > Giá trị ghi số VND,numeric__31/12/2015 > Giá gốc VND,numeric__31/12/2015 > Giá trị ghi số VND,numeric__01/01/2015 > Giá gốc VND,numeric__01/01/2015 > Giá trị ghi số VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,-,-,448.550.000.000,448.550.000.000,,,448550000000.0,448550000000.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,-,-,448.550.000.000,448.550.000.000,,,448550000000.0,448550000000.0
Cộng,Cộng,Cộng,-,-,448.550.000.000,448.550.000.000,,,448550000000.0,448550000000.0
