row_label_raw,row_label_full,col_0,01/01/2015(Đã kiểm toán) > Mã số,01/01/2015(Đã kiểm toán) > Số tiền,01/01/2015(Trình bày lại) > Mã số,01/01/2015(Trình bày lại) > Số tiền,Chênhlệch > Số tiền,Ghi chú,numeric__01/01/2015(Đã kiểm toán) > Mã số,numeric__01/01/2015(Đã kiểm toán) > Số tiền,numeric__01/01/2015(Trình bày lại) > Mã số,numeric__01/01/2015(Trình bày lại) > Số tiền,numeric__Chênhlệch > Số tiền,numeric__Ghi chú
,,,,VND,,VND,VND,,,,,,,
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,-,-,123,448.550.000.000,448.550.000.000,(1),,,123.0,448550000000.0,448550000000.0,-1.0
Đầu tư ngắn hạn khác,Đầu tư ngắn hạn khác,Đầu tư ngắn hạn khác,121,448.550.000.000,-,-,(448.550.000.000),(1),121.0,448550000000.0,,,-448550000000.0,-1.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,-,,254,(1.102.000.000),(1.102.000.000),(2),,,254.0,-1102000000.0,-1102000000.0,-2.0
,,,259,(1.102.000.000),-,-,1.102.000.000,(2),259.0,-1102000000.0,,,1102000000.0,-2.0
Dự phòng giảm giá chứng khoán đầu tư dài hạn,Dự phòng giảm giá chứng khoán đầu tư dài hạn,Dự phòng giảm giá chứng khoán đầu tư dài hạn,,,,,,,,,,,,
Dự phòng phải trả ngắn hạn,Dự phòng giảm giá chứng khoán đầu tư dài hạn > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,-,-,321,14.230.000.000,14.230.000.000,(3),,,321.0,14230000000.0,14230000000.0,-3.0
Dự phòng phải trả dài hạn,Dự phòng giảm giá chứng khoán đầu tư dài hạn > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,337,14.230.000.000,-,-,(14.230.000.000),(3),337.0,14230000000.0,,,-14230000000.0,-3.0
