row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,02,2.0
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,03 - 04,
BẢNG CÂN ĐỐI KÊ TOÁN,BẢNG CÂN ĐỐI KÊ TOÁN,BẢNG CÂN ĐỐI KÊ TOÁN,05 - 06,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN ĐỐI KÊ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,07,7.0
BÁO CÁO LUÙ CHUYỀN TIỀN TỆ,BÁO CÁO LUÙ CHUYỀN TIỀN TỆ,BÁO CÁO LUÙ CHUYỀN TIỀN TỆ,08 - 09,
THUYÊT MINH BÁO CÁO TÀI CHÍNH,THUYÊT MINH BÁO CÁO TÀI CHÍNH,THUYÊT MINH BÁO CÁO TÀI CHÍNH,10 - 30,
