row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc,31/12/2015 > Giá trị hợp lý,numeric__31/12/2015 > Giá gốc,numeric__31/12/2015 > Giá trị hợp lý
,,,VND,VND,,
Công ty cổ phần đầu tư dịch vụ Thành Nam,Công ty cổ phần đầu tư dịch vụ Thành Nam,Công ty cổ phần đầu tư dịch vụ Thành Nam,80.000.000.000,80.381.957.042,80000000000.0,80381957042.0
Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,100.000.000.000,101.566.376.103,100000000000.0,101566376103.0
Công ty TNHH Pruksa Việt Nam (*),Công ty TNHH Pruksa Việt Nam (*),Công ty TNHH Pruksa Việt Nam (*),262.522.400.000,259.138.652.383,262522400000.0,259138652383.0
Công ty CP phát triển,Công ty CP phát triển,Công ty CP phát triển,135.800.000.000,135.800.000.000,135800000000.0,135800000000.0
dịch vụ Trường Giang,dịch vụ Trường Giang,dịch vụ Trường Giang,,,,
Cộng,dịch vụ Trường Giang > Cộng,Cộng,578.322.400.000,576.886.985.528,578322400000.0,576886985528.0
