row_label_raw,row_label_full,Ông Vũ Văn Cảnh,Giám đốc,numeric__Giám đốc
Ông Hoàng Thanh Tùng,Ông Hoàng Thanh Tùng,Ông Hoàng Thanh Tùng,Phó giám đốc,
Ông Phạm Văn Mạn,Ông Phạm Văn Mạn,Ông Phạm Văn Mạn,Phó giám đốc,
Ông Nguyễn Trung Độ,Ông Nguyễn Trung Độ,Ông Nguyễn Trung Độ,Phó giám đốc,
