row_label_raw,row_label_full,col_0,Năm nay,Từ ngày 15/01/2015đến ngày 31/12/2015,numeric__Năm nay,numeric__Từ ngày 15/01/2015đến ngày 31/12/2015
,,,VND,VND,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,652.765.583.305,708.189.278.453,652765583305.0,708189278453.0
Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,11.276.965.378,-,11276965378.0,
Trừ: Thu nhập không chịu thuế(Cổ tức thu từ Công ty con),Trừ: Thu nhập không chịu thuế(Cổ tức thu từ Công ty con),Trừ: Thu nhập không chịu thuế(Cổ tức thu từ Công ty con),(4.165.250.000),-,-4165250000.0,
Cộng: các khoản chi phí không được trừ,Cộng: các khoản chi phí không được trừ,Cộng: các khoản chi phí không được trừ,15.442.215.378,-,15442215378.0,
Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,664.042.548.683,708.189.278.453,664042548683.0,708189278453.0
- Thu nhập hoạt động sản xuất kinh doanh chính,- Thu nhập hoạt động sản xuất kinh doanh chính,- Thu nhập hoạt động sản xuất kinh doanh chính,662.277.167.630,702.079.511.108,662277167630.0,702079511108.0
- Thu nhập hoạt động khác,- Thu nhập hoạt động khác,- Thu nhập hoạt động khác,1.765.381.053,6.109.767.345,1765381053.0,6109767345.0
Thuế suất,Thuế suất,Thuế suất,Thuế suất,Thuế suất,,
- Hoạt động sản xuất kinh doanh chính,Thuế suất > - Hoạt động sản xuất kinh doanh chính,- Hoạt động sản xuất kinh doanh chính,5%,0%,0.05,0.0
- Hoạt động khác,Thuế suất > - Hoạt động khác,- Hoạt động khác,20%,22%,0.2,0.22
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thuế suất > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,33.466.934.592,1.344.148.816,33466934592.0,1344148816.0
