row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,7.076.467.284.936,8.223.404.481.071,300.0,,7076467284936.0,8223404481071.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,2.522.793.115.206,2.424.393.974.267,310.0,,2522793115206.0,2424393974267.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,15,694.917.293.842,312.481.162.568,311.0,15.0,694917293842.0,312481162568.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,16,64.450.940.342,153.444.525.172,312.0,16.0,64450940342.0,153444525172.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,17,1.979.235.163,5.760.953.880,313.0,17.0,1979235163.0,5760953880.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,40.096.782.541,66.041.315.539,314.0,,40096782541.0,66041315539.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,18,67.194.447.623,342.406.784.754,315.0,18.0,67194447623.0,342406784754.0
6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,319,19,247.696.737.606,205.744.886.720,319.0,19.0,247696737606.0,205744886720.0
7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,320,20,1.350.810.384.314,1.310.820.808.870,320.0,20.0,1350810384314.0,1310820808870.0
"8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi",322,,55.647.293.775,27.693.536.764,322.0,,55647293775.0,27693536764.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,4.553.674.169.730,5.799.010.506.804,330.0,,4553674169730.0,5799010506804.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,19,1.055.667.075,33.175.238.300,337.0,19.0,1055667075.0,33175238300.0
2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,338,20,4.511.046.170.426,5.730.708.043.802,338.0,20.0,4511046170426.0,5730708043802.0
3. Quỹ phát triển khoa học và công nghệ,3. Quỹ phát triển khoa học và công nghệ,3. Quỹ phát triển khoa học và công nghệ,343,,41.572.332.229,35.127.224.702,343.0,,41572332229.0,35127224702.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,5.816.157.499.021,6.202.598.546.358,400.0,,5816157499021.0,6202598546358.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,21,5.816.157.499.021,6.202.598.546.358,410.0,21.0,5816157499021.0,6202598546358.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,411.0,,5294000000000.0,5294000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,5294000000000.0,5294000000000.0
2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,418,,159.137.253.402,371.396.247.833,418.0,,159137253402.0,371396247833.0
3. Lợi nhuận sau thuế chưa phân phối,3. Lợi nhuận sau thuế chưa phân phối,3. Lợi nhuận sau thuế chưa phân phối,421,,363.020.245.619,537.202.298.525,421.0,,363020245619.0,537202298525.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,-,-,,,,
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước > - Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,363.020.245.619,537.202.298.525,,,363020245619.0,537202298525.0
TỔNG CÔNG NGUỒN VỐN (440 = 300 + 400),- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước > TỔNG CÔNG NGUỒN VỐN (440 = 300 + 400),TỔNG CÔNG NGUỒN VỐN (440 = 300 + 400),440,,12.892.624.783.957,14.426.003.027.429,440.0,,12892624783957.0,14426003027429.0
