row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,4.018.521.887.465,4.414.372.139.313,100.0,,4018521887465.0,4414372139313.0
I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,110,5,813.252.282.373,1.208.205.261.544,110.0,5.0,813252282373.0,1208205261544.0
1. Tiên,1. Tiên,1. Tiên,111,,481.252.282.373,176.205.261.544,111.0,,481252282373.0,176205261544.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,332.000.000.000,1.032.000.000.000,112.0,,332000000000.0,1032000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,2.300.000.000.000,2.702.555.555.556,120.0,6.0,2300000000000.0,2702555555556.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,2.300.000.000.000,2.702.555.555.556,123.0,,2300000000000.0,2702555555556.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,476.159.875.570,79.400.468.739,130.0,,476159875570.0,79400468739.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,3.635.161.100,6.819.702.460,131.0,7.0,3635161100.0,6819702460.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,17.658.016.630,14.976.365.167,132.0,8.0,17658016630.0,14976365167.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9,454.866.697.840,57.604.401.112,136.0,9.0,454866697840.0,57604401112.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,364.880.297.728,382.355.401.362,140.0,10.0,364880297728.0,382355401362.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,366.385.361.876,383.068.249.035,141.0,,366385361876.0,383068249035.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(1.505.064.148),(712.847.673),149.0,,-1505064148.0,-712847673.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,64.229.431.794,41.855.452.112,150.0,,64229431794.0,41855452112.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,28.841.582.279,21.411.788.029,151.0,11.0,28841582279.0,21411788029.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,32.040.550.899,20.046.317.478,152.0,,32040550899.0,20046317478.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,17,3.347.298.616,397.346.605,153.0,17.0,3347298616.0,397346605.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,8.874.102.896.492,10.011.630.888.116,200.0,,8874102896492.0,10011630888116.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,8.701.147.653.844,9.796.509.476.321,220.0,,8701147653844.0,9796509476321.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,8.638.707.373.126,9.728.043.995.280,221.0,12.0,8638707373126.0,9728043995280.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,13.778.938.844.484,13.602.048.665.814,222.0,,13778938844484.0,13602048665814.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(5.140.231.471.358),(3.874.004.670.534),223.0,,-5140231471358.0,-3874004670534.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,62.440.280.718,68.465.481.041,227.0,13.0,62440280718.0,68465481041.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,95.872.466.668,81.168.329.895,228.0,,95872466668.0,81168329895.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(33.432.185.950),(12.702.848.854),229.0,,-33432185950.0,-12702848854.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,14,53.684.893.195,95.437.715.195,240.0,14.0,53684893195.0,95437715195.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,53.684.893.195,95.437.715.195,242.0,,53684893195.0,95437715195.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,6,20.826.250.000,16.661.000.000,250.0,6.0,20826250000.0,16661000000.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,20.826.250.000,16.661.000.000,251.0,,20826250000.0,16661000000.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,98.444.099.453,103.022.696.600,260.0,,98444099453.0,103022696600.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,98.444.099.453,103.022.696.600,261.0,11.0,98444099453.0,103022696600.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,12.892.624.783.957,14.426.003.027.429,270.0,,12892624783957.0,14426003027429.0
