row_label_raw,row_label_full,col_0,Năm nayVND,Từ ngày 15/01/2015đến ngày 31/12/2015VND,numeric__Năm nayVND,numeric__Từ ngày 15/01/2015đến ngày 31/12/2015VND
Giá vốn kinh doanh Ure,Giá vốn kinh doanh Ure,Giá vốn kinh doanh Ure,3.188.236.855.950,3.687.382.794.668,3188236855950.0,3687382794668.0
Giá vốn kinh doanh Amoniac,Giá vốn kinh doanh Amoniac,Giá vốn kinh doanh Amoniac,71.536.461.448,65.400.323.277,71536461448.0,65400323277.0
Giá vốn bán hàng hóa,Giá vốn bán hàng hóa,Giá vốn bán hàng hóa,342.174.238.337,209.592.072.494,342174238337.0,209592072494.0
Trích lập dự phòng giảm giá hàng tồn kho,Trích lập dự phòng giảm giá hàng tồn kho,Trích lập dự phòng giảm giá hàng tồn kho,792.216.475,712.847.673,792216475.0,712847673.0
,,,3.602.739.772.210,3.963.088.038.112,3602739772210.0,3963088038112.0
