row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,
Phải trả Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau,Phải trả ngắn hạn khác > Phải trả Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau,Phải trả Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau,75.571.633.412,75.571.633.412,75571633412.0,75571633412.0
- Thuế giá trị gia tăng đầu vào mua khí trong giai đoạn trước khi chính thức vận hành thương mại,Phải trả ngắn hạn khác > - Thuế giá trị gia tăng đầu vào mua khí trong giai đoạn trước khi chính thức vận hành thương mại,- Thuế giá trị gia tăng đầu vào mua khí trong giai đoạn trước khi chính thức vận hành thương mại,69.617.285.554,69.617.285.554,69617285554.0,69617285554.0
- Các khoản phải trả khác,Phải trả ngắn hạn khác > - Các khoản phải trả khác,- Các khoản phải trả khác,5.954.347.858,5.954.347.858,5954347858.0,5954347858.0
Phải trả Tập đoàn Dầu khí Việt Nam,Phải trả ngắn hạn khác > Phải trả Tập đoàn Dầu khí Việt Nam,Phải trả Tập đoàn Dầu khí Việt Nam,151.271.487.337,119.494.557.567,151271487337.0,119494557567.0
"- Nhận bàn giao Dự án hoàn thành ""Nhà máy sản xuất Phân đạm Cà Mau"" (i)","Phải trả ngắn hạn khác > - Nhận bàn giao Dự án hoàn thành ""Nhà máy sản xuất Phân đạm Cà Mau"" (i)","- Nhận bàn giao Dự án hoàn thành ""Nhà máy sản xuất Phân đạm Cà Mau"" (i)",78.515.027.920,78.515.027.920,78515027920.0,78515027920.0
- Lợi nhuận phải nộp (ii),Phải trả ngắn hạn khác > - Lợi nhuận phải nộp (ii),- Lợi nhuận phải nộp (ii),40.732.029.647,40.732.029.647,40732029647.0,40732029647.0
- Thuế thu nhập doanh nghiệp năm 2014 nộp thừa,Phải trả ngắn hạn khác > - Thuế thu nhập doanh nghiệp năm 2014 nộp thừa,- Thuế thu nhập doanh nghiệp năm 2014 nộp thừa,32.381.736.667,-,32381736667.0,
- Phải trả vẽ cố phần hóa,Phải trả ngắn hạn khác > - Phải trả vẽ cố phần hóa,- Phải trả vẽ cố phần hóa,247.500.000,247.500.000,247500000.0,247500000.0
- Phải trả khác,Phải trả ngắn hạn khác > - Phải trả khác,- Phải trả khác,(604.806.897),-,-604806897.0,
Quỹ thường an toàn (iii),Phải trả ngắn hạn khác > Quỹ thường an toàn (iii),Quỹ thường an toàn (iii),968.785.241,559.651.591,968785241.0,559651591.0
Kinh phí công đoàn,Phải trả ngắn hạn khác > Kinh phí công đoàn,Kinh phí công đoàn,884.990.682,1.792.436.236,884990682.0,1792436236.0
"Nhận ký quỹ, ký cược ngắn hạn","Phải trả ngắn hạn khác > Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",2.184.282.500,413.527.500,2184282500.0,413527500.0
Thuế thu nhập doanh nghiệp phải nộp giai đoạn từ ngày 01/01/2015 đến ngày 14/01/2015,Phải trả ngắn hạn khác > Thuế thu nhập doanh nghiệp phải nộp giai đoạn từ ngày 01/01/2015 đến ngày 14/01/2015,Thuế thu nhập doanh nghiệp phải nộp giai đoạn từ ngày 01/01/2015 đến ngày 14/01/2015,1.176.849.040,1.176.849.040,1176849040.0,1176849040.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,15.638.709.394,6.736.231.374,15638709394.0,6736231374.0
,,,247.696.737.606,205.744.886.720,247696737606.0,205744886720.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,,
Phải trả Ngân sách Nhà nước do nhận bàn giao quyền sử dụng đất (iv),Phải trả dài hạn khác > Phải trả Ngân sách Nhà nước do nhận bàn giao quyền sử dụng đất (iv),Phải trả Ngân sách Nhà nước do nhận bàn giao quyền sử dụng đất (iv),1.055.667.075,33.175.238.300,1055667075.0,33175238300.0
,,,1.055.667.075,33.175.238.300,1055667075.0,33175238300.0
Phải trả khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 34),Phải trả dài hạn khác > Phải trả khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 34),Phải trả khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 34),226.843.120.749,195.066.190.979,226843120749.0,195066190979.0
