row_label_raw,row_label_full,col_0,31/12/2016Triệu VND(trình bày lại),31/12/2016Triệu VND(theo báo cáotrước đây),Chênh lệchTriệu VND,numeric__31/12/2016Triệu VND(trình bày lại),numeric__31/12/2016Triệu VND(theo báo cáotrước đây),numeric__Chênh lệchTriệu VND
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,452.721.687,452.684.316,37.371,452721687.0,452684316.0,37371.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,460.808.440,460.808.468,(28),460808440.0,460808468.0,-28.0
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,(8.086.753),(8.124.152),37.399,-8086753.0,-8124152.0,37399.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,5.729.637,5.639.382,90.255,5729637.0,5639382.0,90255.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,3.726.000,3.717.046,8.954,3726000.0,3717046.0,8954.0
Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,8.632.207,8.621.996,10.211,8632207.0,8621996.0,10211.0
Hao mòn tài sản cố định,Hao mòn tài sản cố định,Hao mòn tài sản cố định,(4.906.207),(4.904.950),(1.257),-4906207.0,-4904950.0,-1257.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,2.003.637,1.922.336,81.301,2003637.0,1922336.0,81301.0
Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,2.603.156,2.518.777,84.379,2603156.0,2518777.0,84379.0
Hao mòn tài sản cố định,Hao mòn tài sản cố định,Hao mòn tài sản cố định,(599.519),(596.441),(3.078),-599519.0,-596441.0,-3078.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,10.700.615,10.800.045,(99.430),10700615.0,10800045.0,-99430.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,2.958.093,2.950.677,7.416,2958093.0,2950677.0,7416.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",5.791.137,5.786.098,5.039,5791137.0,5786098.0,5039.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,1.943,1.943,-,1943.0,1943.0,
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,1.950.379,2.062.264,(111.885),1950379.0,2062264.0,-111885.0
Các khoản dự phòng rủi ro cho các tài sảnCó nội bảng khác,Các khoản dự phòng rủi ro cho các tài sảnCó nội bảng khác,Các khoản dự phòng rủi ro cho các tài sảnCó nội bảng khác,(937),(937),-,-937.0,-937.0,
Tổng ảnh hưởng,Tổng ảnh hưởng,Tổng ảnh hưởng,,,28.196,,,28196.0
