row_label_raw,row_label_full,col_0,Mối liên hệ,2017Triệu VNDThu nhập/(chi phí),2016Triệu VND,numeric__Mối liên hệ,numeric__2017Triệu VNDThu nhập/(chi phí),numeric__2016Triệu VND
Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Đại diệnchủ sở hữu,134.601(173.156),124.475(160.765),,,
Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bên liênquan củachủ sở hữu,(565.023)(28.991),(204.319)(26.959),,,
