row_label_raw,row_label_full,Năm kết thúc ngày 31 tháng 12 năm 2017:,Năm kết thúc ngày 31 tháng 12 năm 2017:_1,Dịch vụ tài chính ngân hàng Triệu VND,Dịch vụ tài chính phi ngân hàng Triệu VND,Chứng khoán Triệu VND,Khác Triệu VND,Loại trừ Triệu VND,Tổng cộng Triệu VND,numeric__Năm kết thúc ngày 31 tháng 12 năm 2017:_1,numeric__Dịch vụ tài chính ngân hàng Triệu VND,numeric__Dịch vụ tài chính phi ngân hàng Triệu VND,numeric__Chứng khoán Triệu VND,numeric__Khác Triệu VND,numeric__Loại trừ Triệu VND,numeric__Tổng cộng Triệu VND
1,1,1,Thu nhập lãi và các khoản thu nhập tương tự,107.386.440(85.768.709),300.838(117.769),184.080(82.856),29.752-,(61.742.342)61.748.112,46.158.768(24.221.222),,,,,,,
2,2,2,Chi phí lãi và các chi phí tương tự,107.386.440(85.768.709),300.838(117.769),184.080(82.856),29.752-,(61.742.342)61.748.112,46.158.768(24.221.222),,,,,,,
I,2 > I,I,Thu nhập lãi thuần,21.617.731,183.069,101.224,29.752,5.770,21.937.546,,21617731.0,183069.0,101224.0,29752.0,5770.0,21937546.0
3,2 > 3,3,Thu nhập từ hoạt động dịch vụ,5.113.031,7.411,232.642,137.987,(112.895),5.378.176,,5113031.0,7411.0,232642.0,137987.0,-112895.0,5378176.0
4,2 > 4,4,Chi phí hoạt động dịch vụ,(2.760.506),(852),(43.397),(60.916),25.704,(2.839.967),,-2760506.0,-852.0,-43397.0,-60916.0,25704.0,-2839967.0
II,2 > II,II,Lãi thuần từ hoạt động dịch vụ,2.352.525,6.559,189.245,77.071,(87.191),2.538.209,,2352525.0,6559.0,189245.0,77071.0,-87191.0,2538209.0
III,2 > III,III,Lãi thuần từ hoạt động kinh doanh ngoại hối,2.040.601,1.816,-,-,-,2.042.417,,2040601.0,1816.0,,,,2042417.0
IV,2 > IV,IV,Lãi thuần từ mua bán chứng khoán kinh doanh,471.229,-,10.941,-,(5.770),476.400,,471229.0,,10941.0,,-5770.0,476400.0
V,2 > V,V,Lỗ thuần từ mua bán chứng khoán đầu tư,(19.742),-,-,-,-,(19.742),,-19742.0,,,,,-19742.0
5,2 > 5,5,Thu nhập từ hoạt động khác,2.347.077,18.430,88,581,(10.345),2.355.831,,2347077.0,18430.0,88.0,581.0,-10345.0,2355831.0
6,2 > 6,6,Chi phí hoạt động khác,(256.298),-,(3),-,-,(256.301),,-256298.0,,-3.0,,,-256301.0
VI,2 > VI,VI,Lãi thuần từ hoạt động khác,2.090.779,18.430,85,581,(10.345),2.099.530,,2090779.0,18430.0,85.0,581.0,-10345.0,2099530.0
VII,2 > VII,VII,"Thu nhập từ góp vốn, mua cổ phần",319.043,-,12.718,-,-,331.761,,319043.0,,12718.0,,,331761.0
,,,Tổng thu nhập hoạt động,28.872.166,209.874,314.213,107.404,(97.536),29.406.121,,28872166.0,209874.0,314213.0,107404.0,-97536.0,29406121.0
VIII,2 > VIII,VIII,Chi phí hoạt động,(11.639.315),(100.889),(191.986),(31.691),97.536,(11.866.345),,-11639315.0,-100889.0,-191986.0,-31691.0,97536.0,-11866345.0
IX,2 > IX,IX,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,17.232.851,108.985,122.227,75.713,-,17.539.776,,17232851.0,108985.0,122227.0,75713.0,,17539776.0
X,2 > X,X,Chi phí dự phòng rủi ro tín dụng,(6.187.511),(10.904),-,-,-,(6.198.415),,-6187511.0,-10904.0,,,,-6198415.0
XI,2 > XI,XI,Tổng lợi nhuận trước thuế,11.045.340,98.081,122.227,75.713,-,11.341.361,,11045340.0,98081.0,122227.0,75713.0,,11341361.0
7,2 > 7,7,Chi phí thuế TNDN hiện hành,(2.172.125),(19.233),(25.507),(17.513),-,(2.234.378),,-2172125.0,-19233.0,-25507.0,-17513.0,,-2234378.0
8,2 > 8,8,Lợi ích thuế TNDN hoãn lại,-,-,3.605,-,-,3.605,,,,3605.0,,,3605.0
XII,2 > XII,XII,Chi phí thuế TNDN,(2.172.125),(19.233),(21.902),(17.513),-,(2.230.773),,-2172125.0,-19233.0,-21902.0,-17513.0,,-2230773.0
XIII,2 > XIII,XIII,Lợi nhuận sau thuế,8.873.215,78.848,100.325,58.200,-,9.110.588,,8873215.0,78848.0,100325.0,58200.0,,9110588.0
