row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị hợp đồng Triệu VND,31/12/2017 > Giá trị ghi số Triệu VND,31/12/2016 > Giá trị hợp đồng Triệu VND,31/12/2016 > Giá trị ghi số Triệu VND,numeric__31/12/2017 > Giá trị hợp đồng Triệu VND,numeric__31/12/2017 > Giá trị ghi số Triệu VND,numeric__31/12/2016 > Giá trị hợp đồng Triệu VND,numeric__31/12/2016 > Giá trị ghi số Triệu VND
Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,,,,
Hợp đồng hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ > Hợp đồng hoán đổi tiền tệ,Hợp đồng hoán đổi tiền tệ,59.934.601,785.882,21.388.496,207.249,59934601.0,785882.0,21388496.0,207249.0
Hợp đồng kỳ hạn,Công cụ tài chính phải sinh tiền tệ > Hợp đồng kỳ hạn,Hợp đồng kỳ hạn,6.863.062,46.472,2.314.850,23.409,6863062.0,46472.0,2314850.0,23409.0
,,,66.797.663,832.354,23.703.346,230.658,66797663.0,832354.0,23703346.0,230658.0
