row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),numeric__31/12/2017Triệu VND,numeric__31/12/2016Triệu VND(trình bày lại)
Từ cho vay khách hàng,Từ cho vay khách hàng,Từ cho vay khách hàng,2.343.515,1.839.006,2343515.0,1839006.0
Từ tiền gửi và cho vay các TCTD khác,Từ tiền gửi và cho vay các TCTD khác,Từ tiền gửi và cho vay các TCTD khác,458.793,417.424,458793.0,417424.0
Từ các khoản chứng khoán đầu tư,Từ các khoản chứng khoán đầu tư,Từ các khoản chứng khoán đầu tư,3.205.653,3.509.975,3205653.0,3509975.0
Từ các giao dịch phải sinh,Từ các giao dịch phải sinh,Từ các giao dịch phải sinh,15.969,20.286,15969.0,20286.0
Phí phải thu,Phí phải thu,Phí phải thu,1.723,4.446,1723.0,4446.0
,,,6.025.653,5.791.137,6025653.0,5791137.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,
,,,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),,
"Đặt cọc tiền thuê nhà, thuê tài sản cố định","Tài sản Có khác > Đặt cọc tiền thuê nhà, thuê tài sản cố định","Đặt cọc tiền thuê nhà, thuê tài sản cố định",698.732,829.789,698732.0,829789.0
Vật liệu,Tài sản Có khác > Vật liệu,Vật liệu,107.908,94.973,107908.0,94973.0
Tạm ứng thanh toán thẻ,Tài sản Có khác > Tạm ứng thanh toán thẻ,Tạm ứng thanh toán thẻ,954.952,461.401,954952.0,461401.0
Tiền thuê đất trả tiền trước một lần,Tài sản Có khác > Tiền thuê đất trả tiền trước một lần,Tiền thuê đất trả tiền trước một lần,383.423,252.750,383423.0,252750.0
Tài sản Có khác,Tài sản Có khác > Tài sản Có khác,Tài sản Có khác,431.213,311.466,431213.0,311466.0
,,,2.576.228,1.950.379,2576228.0,1950379.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Tài sản Có khác > Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,(2.015),(937),-2015.0,-937.0
,,,2.574.213,1.949.442,2574213.0,1949442.0
