row_label_raw,row_label_full,col_0,col_1,Quá hạn,Không chịu lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 tháng đến 6 tháng,Từ trên 6 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng cộng,numeric__col_1,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ trên 3 tháng đến 6 tháng,numeric__Từ trên 6 tháng đến 12 tháng,numeric__Từ trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
I,I,I,Tài sản,,,,,,,,,,,,,,,,,,,
I,I > I,I,"Tiền mặt, vàng bạc, đá quý",-,10.102.861,-,-,-,-,-,-,10.102.861,,,10102861.0,,,,,,,10102861.0
II,I > II,II,Tiền gửi tại NHNNVN,-,-,93.615.618,-,-,-,-,-,93.615.618,,,,93615618.0,,,,,,93615618.0
III,I > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,-,342.551,194.099.786,24.221.210,3.455.884,1.166.465,9.687.507,-,232.973.403,,,342551.0,194099786.0,24221210.0,3455884.0,1166465.0,9687507.0,,232973403.0
IV,I > IV,IV,Chứng khoán kinh doanh – gộp,-,445.856,9.304.388,-,-,-,-,-,9.750.244,,,445856.0,9304388.0,,,,,,9750244.0
V,I > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,832.354,-,-,-,-,832.354,,,,,832354.0,,,,,832354.0
VI,I > VI,VI,Cho vay khách hàng – gộp,4.585.850,-,136.312.274,190.400.868,134.793.655,50.901.816,25.880.118,559.879,543.434.460,,4585850.0,,136312274.0,190400868.0,134793655.0,50901816.0,25880118.0,559879.0,543434460.0
VII,I > VII,VII,Chứng khoán đầu tư – gộp,-,-,2.865.431,3.754.383,7.481.502,7.361.237,76.189.267,32.440.499,130.092.319,,,,2865431.0,3754383.0,7481502.0,7361237.0,76189267.0,32440499.0,130092319.0
VIII,I > VIII,VIII,"Gộp vốn, đầu tư dài hạn – gộp",-,3.577.967,-,-,-,-,-,-,3.577.967,,,3577967.0,,,,,,,3577967.0
IX,I > IX,IX,Tài sản cố định,-,6.162.361,-,-,-,-,-,-,6.162.361,,,6162361.0,,,,,,,6162361.0
X,I > X,X,Tài sản Có khác – gộp,-,13.113.164,-,-,-,-,-,-,13.113.164,,,13113164.0,,,,,,,13113164.0
,,,Tổng tài sản,4.585.850,33.744.760,436.197.497,219.208.815,145.731.041,59.429.518,111.756.892,33.000.378,1.043.654.751,,4585850.0,33744760.0,436197497.0,219208815.0,145731041.0,59429518.0,111756892.0,33000378.0,1043654751.0
I,I,I,Nợ phải trả,,,,,,,,,,,,,,,,,,,
I,I > I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,-,-,223.572.873,8.805.484,4.650.151,1.298.763,-,-,238.327.271,,,,223572873.0,8805484.0,4650151.0,1298763.0,,,238327271.0
II,I > II,II,Tiền gửi của khách hàng,-,22.799,392.353.563,116.798.766,104.491.082,90.564.536,4.282.108,6.863,708.519.717,,,22799.0,392353563.0,116798766.0,104491082.0,90564536.0,4282108.0,6863.0,708519717.0
IV,I > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,-,153,-,-,1.640,21.360,23.153,,,,,153.0,,,1640.0,21360.0,23153.0
V,I > V,V,Phát hành giấy tờ có giá,-,-,2.017,-,-,3.220.387,14.252.100,740.000,18.214.504,,,,2017.0,,,3220387.0,14252100.0,740000.0,18214504.0
VI,I > VI,VI,Các khoản nợ phải trả khác,-,17.650.679,-,-,-,-,-,-,17.650.679,,,17650679.0,,,,,,,17650679.0
,,,Tổng nợ phải trả,-,17.673.478,615.928.453,125.604.403,109.141.233,95.083.686,18.535.848,768.223,982.735.324,,,17673478.0,615928453.0,125604403.0,109141233.0,95083686.0,18535848.0,768223.0,982735324.0
,,,Mức chênh nhạy cảm với lãi suất nội bảng,4.585.850,16.071.282,(179.730.956),93.604.412,36.589.808,(35.654.168),93.221.044,32.232.155,60.919.427,,4585850.0,16071282.0,-179730956.0,93604412.0,36589808.0,-35654168.0,93221044.0,32232155.0,60919427.0
