row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),numeric__31/12/2017Triệu VND,numeric__31/12/2016Triệu VND(trình bày lại)
"Các khoản phải trả cán bộ, công nhân viên","Các khoản phải trả cán bộ, công nhân viên","Các khoản phải trả cán bộ, công nhân viên",2.447.077,1.770.722,2447077.0,1770722.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,364.876,233.408,364876.0,233408.0
,,,2.811.953,2.004.130,2811953.0,2004130.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,,
,,,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),,
Thuế phải trả,Các khoản phải trả bên ngoài > Thuế phải trả,Thuế phải trả,484.827,249.781,484827.0,249781.0
- Thuế thu nhập doanh nghiệp phải trả,Các khoản phải trả bên ngoài > - Thuế thu nhập doanh nghiệp phải trả,- Thuế thu nhập doanh nghiệp phải trả,276.569,124.533,276569.0,124533.0
- Thuế giá trị gia tăng chờ nộp ngân sách,Các khoản phải trả bên ngoài > - Thuế giá trị gia tăng chờ nộp ngân sách,- Thuế giá trị gia tăng chờ nộp ngân sách,37.539,36.749,37539.0,36749.0
- Các thuế khác phải trả,Các khoản phải trả bên ngoài > - Các thuế khác phải trả,- Các thuế khác phải trả,170.719,88.499,170719.0,88499.0
Lãi nhận trước chờ phân bổ,Các khoản phải trả bên ngoài > Lãi nhận trước chờ phân bổ,Lãi nhận trước chờ phân bổ,36.021,32.966,36021.0,32966.0
Phải trả xây dựng và mua sắm tài sản cố định,Các khoản phải trả bên ngoài > Phải trả xây dựng và mua sắm tài sản cố định,Phải trả xây dựng và mua sắm tài sản cố định,357.244,128.468,357244.0,128468.0
Tiền giữ hộ chờ thanh toán,Các khoản phải trả bên ngoài > Tiền giữ hộ chờ thanh toán,Tiền giữ hộ chờ thanh toán,161.561,161.071,161561.0,161071.0
Các khoản khác phải trả khách hàng,Các khoản phải trả bên ngoài > Các khoản khác phải trả khách hàng,Các khoản khác phải trả khách hàng,532.487,525.297,532487.0,525297.0
Các khoản chờ thanh toán khác,Các khoản phải trả bên ngoài > Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,355.780,346.219,355780.0,346219.0
Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,Các khoản phải trả bên ngoài > Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,64.528,64.528,64528.0,64528.0
Vay Bộ Tài chính,Các khoản phải trả bên ngoài > Vay Bộ Tài chính,Vay Bộ Tài chính,702.162,651.693,702162.0,651693.0
Phải trả khác,Các khoản phải trả bên ngoài > Phải trả khác,Phải trả khác,1.805.913,785.839,1805913.0,785839.0
,,,4.500.523,2.945.862,4500523.0,2945862.0
