row_label_raw,row_label_full,Chứng khoán đầu tư giữ đến ngày đáo hạn,31/12/2017Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,31/12/2016Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__31/12/2017Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__31/12/2016Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,73.423.370,62.660.834,73423370.0,62660834.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,7.647.900,2.400.099,7647900.0,2400099.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,14.332.751,14.958.351,14332751.0,14958351.0
,,,95.404.021,80.019.284,95404021.0,80019284.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),(123.547),(162.877),-123547.0,-162877.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,95.280.474,79.856.407,95280474.0,79856407.0
