row_label_raw,row_label_full,31/12/2018,01/01/2018,numeric__01/01/2018
VND,VND,VND,VND,
24.311.613.259,VND > 24.311.613.259,24.311.613.259,23.694.214.895,23694214895.0
23.694.214.895,VND > 23.694.214.895,23.694.214.895,23.694.214.895,23694214895.0
617.398.364,617.398.364,617.398.364,-,
186.903.595.952,617.398.364 > 186.903.595.952,186.903.595.952,156.635.306.991,156635306991.0
5.461.369.383,617.398.364 > 5.461.369.383,5.461.369.383,3.610.996.043,3610996043.0
11.423.266.424,11.423.266.424,11.423.266.424,-,
18.849.360.546,18.849.360.546,18.849.360.546,-,
3.148.431.391,18.849.360.546 > 3.148.431.391,3.148.431.391,6.681.326.321,6681326321.0
14.052.019.605,18.849.360.546 > 14.052.019.605,14.052.019.605,2.907.641.123,2907641123.0
883.314.149,18.849.360.546 > 883.314.149,883.314.149,8.596.336.959,8596336959.0
-,18.849.360.546 > -,-,14.500.330.794,14500330794.0
2.351.935.093,18.849.360.546 > 2.351.935.093,2.351.935.093,23.442.876.891,23442876891.0
-,18.849.360.546 > -,-,21.563.991.426,21563991426.0
25.303.090.871,25.303.090.871,25.303.090.871,-,
8.572.212.396,8.572.212.396,8.572.212.396,-,
8.326.568.545,8.326.568.545,8.326.568.545,-,
88.532.027.549,8.326.568.545 > 88.532.027.549,88.532.027.549,75.331.807.434,75331807434.0
371.225.684,8.326.568.545 > 371.225.684,371.225.684,1.638.303.770,1638303770.0
1.099.153.302,1.099.153.302,1.099.153.302,-,
212.685.588.197,1.099.153.302 > 212.685.588.197,212.685.588.197,181.967.825.656,181967825656.0
