row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017,numeric__Năm 2018,numeric__Năm 2017
,,,VND,VND,,
Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,,
Tổng lợi nhuận kế toán trước thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính > Tổng lợi nhuận kế toán trước thuế TNDN từ hoạt động kinh doanh chính,Tổng lợi nhuận kế toán trước thuế TNDN từ hoạt động kinh doanh chính,140.844.390.093,179.869.070.742,140844390093.0,179869070742.0
Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,1.828.863.437,912.780.715,1828863437.0,912780715.0
- Chi phí không hợp lệ,Thuế TNDN từ hoạt động kinh doanh chính > - Chi phí không hợp lệ,- Chi phí không hợp lệ,1.828.863.437,912.780.715,1828863437.0,912780715.0
Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(34.281.534.883),(22.522.965.058),-34281534883.0,-22522965058.0
"- Cổ tức, lợi nhuận được chia","Thuế TNDN từ hoạt động kinh doanh chính > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(34.281.534.883),(15.387.688.632),-34281534883.0,-15387688632.0
- Hoàn nhập trích bảo hành theo Quyết toán thuế 2015,Thuế TNDN từ hoạt động kinh doanh chính > - Hoàn nhập trích bảo hành theo Quyết toán thuế 2015,- Hoàn nhập trích bảo hành theo Quyết toán thuế 2015,-,(7.135.276.426),,-7135276426.0
Thu nhập tính thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,108.391.718.647,158.258.886.399,108391718647.0,158258886399.0
Bù trừ với thu nhập tính thuế TNDN từ HĐKD bất động sản,Thuế TNDN từ hoạt động kinh doanh chính > Bù trừ với thu nhập tính thuế TNDN từ HĐKD bất động sản,Bù trừ với thu nhập tính thuế TNDN từ HĐKD bất động sản,-,(628.474.421),,-628474421.0
