row_label_raw,row_label_full,Tổng Chi phí thuế TNDN hiện hành (1)+(2)+(3),23.838.280.293,32.554.707.668,numeric__23.838.280.293,numeric__32.554.707.668
Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,22.912.017.574,31.386.392.449,22912017574.0,31386392449.0
Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,(31.021.954.135),(41.029.082.543),-31021954135.0,-41029082543.0
Tổng thuế TNDN phải nộp cuối năm,Tổng thuế TNDN phải nộp cuối năm,Tổng thuế TNDN phải nộp cuối năm,15.728.343.732,22.912.017.574,15728343732.0,22912017574.0
