row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,01/01/2018 > Giá trịVND,01/01/2018 > Dự phòngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__01/01/2018 > Giá trịVND,numeric__01/01/2018 > Dự phòngVND
Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Máy và Thiết bị Công nghiệp (MIE),Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Máy và Thiết bị Công nghiệp (MIE),- Công ty Máy và Thiết bị Công nghiệp (MIE),24.222.309.650,-,13.330.602.069,-,24222309650.0,,13330602069.0,
- Dongfang Electric InternationalCoroporation,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Dongfang Electric InternationalCoroporation,- Dongfang Electric InternationalCoroporation,25.087.591.707,-,11.160.504.591,-,25087591707.0,,11160504591.0,
- Công ty CP Sông Đà 4,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty CP Sông Đà 4,- Công ty CP Sông Đà 4,9.106.300.000,-,33.287.181.012,-,9106300000.0,,33287181012.0,
- Công ty CP Thành Long,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty CP Thành Long,- Công ty CP Thành Long,6.128.039.837,-,6.451.838.511,-,6128039837.0,,6451838511.0,
- Công ty CP Ứng dụng và Phát triển Công nghệ Thông tin (AIT),Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty CP Ứng dụng và Phát triển Công nghệ Thông tin (AIT),- Công ty CP Ứng dụng và Phát triển Công nghệ Thông tin (AIT),18.167.388.185,-,-,-,18167388185.0,,,
- Công ty CP Gia Lộc Phát,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty CP Gia Lộc Phát,- Công ty CP Gia Lộc Phát,10.701.432.000,-,-,-,10701432000.0,,,
- Công ty CP Cơ khí Ôtô Hòa Bình,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty CP Cơ khí Ôtô Hòa Bình,- Công ty CP Cơ khí Ôtô Hòa Bình,6.971.067.584,-,2.150.415.634,-,6971067584.0,,2150415634.0,
- Các khoản trả trước cho người bán khác,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,246.427.516.637,-,243.530.076.704,-,246427516637.0,,243530076704.0,
,,,346.811.645.600,-,309.910.618.521,-,346811645600.0,,309910618521.0,
