row_label_raw,row_label_full,Tại ngày 31/12/2018,Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2018,Trên 1 nămđến 5 nămVND > Tại ngày 31/12/2018,Trên 5 nămVND > Tại ngày 31/12/2018,CộngVND > Tại ngày 31/12/2018,numeric__Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2018,numeric__Trên 1 nămđến 5 nămVND > Tại ngày 31/12/2018,numeric__Trên 5 nămVND > Tại ngày 31/12/2018,numeric__CộngVND > Tại ngày 31/12/2018
Vay và nợ,Vay và nợ,Vay và nợ,428.317.685.485,262.200.000.000,664.807.565.983,1.355.325.251.468,428317685485.0,262200000000.0,664807565983.0,1355325251468.0
"Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",487.966.786.436,944.637.972,-,488.911.424.408,487966786436.0,944637972.0,,488911424408.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,95.285.064.285,-,-,95.285.064.285,95285064285.0,,,95285064285.0
,,,1.011.569.536.206,263.144.637.972,664.807.565.983,1.939.521.740.161,1011569536206.0,263144637972.0,664807565983.0,1939521740161.0
Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,,,,
Vay và nợ,Tại ngày 01/01/2018 > Vay và nợ,Vay và nợ,135.137.531.034,370.003.773.061,559.415.724.926,1.064.557.029.021,135137531034.0,370003773061.0,559415724926.0,1064557029021.0
"Phải trả người bán, phải trảkhác","Tại ngày 01/01/2018 > Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",634.003.599.219,2.334.038.876,-,636.337.638.095,634003599219.0,2334038876.0,,636337638095.0
Chi phí phải trả,Tại ngày 01/01/2018 > Chi phí phải trả,Chi phí phải trả,190.497.382.024,-,-,190.497.382.024,190497382024.0,,,190497382024.0
,,,959.638.512.277,372.337.811.937,559.415.724.926,1.891.392.049.140,959638512277.0,372337811937.0,559415724926.0,1891392049140.0
